,tr|A0A022LF30|A0A022LF30_9MICO,tr|A0A0N6ZWJ6|A0A0N6ZWJ6_9MICO,tr|A0A0Q5RSP0|A0A0Q5RSP0_9MICO,tr|A0A147DMW8|A0A147DMW8_9MICO,tr|A0A175S3M8|A0A175S3M8_9MICO,tr|A0A181Z8D7|A0A181Z8D7_9MICO,tr|A0A1C7C6J2|A0A1C7C6J2_9MICO,tr|A0A1E5MK32|A0A1E5MK32_9MICO,tr|A0A1H0ZAX8|A0A1H0ZAX8_9MICO,tr|A0A1I2IT28|A0A1I2IT28_9MICO,tr|A0A1S2GX69|A0A1S2GX69_9MICO,tr|A0A1S2HEH8|A0A1S2HEH8_9MICO,tr|A0A1S2HW14|A0A1S2HW14_9MICO,tr|A0A1S2HZI7|A0A1S2HZI7_9MICO,tr|A0A1S2INY6|A0A1S2INY6_9MICO,tr|A0A1S2JGQ6|A0A1S2JGQ6_9MICO,tr|A0A285XXB0|A0A285XXB0_9MICO,tr|A0A2A5NN38|A0A2A5NN38_9MICO,tr|A0A2W0CL52|A0A2W0CL52_9MICO,tr|A0A2W0CW36|A0A2W0CW36_9MICO,tr|A0A2W0DWD0|A0A2W0DWD0_9MICO,tr|A0A2W1NTQ3|A0A2W1NTQ3_9MICO,tr|A0A2W1PEG7|A0A2W1PEG7_9MICO,tr|A0A2W1Q854|A0A2W1Q854_9MICO,tr|A0A2W1QGK1|A0A2W1QGK1_9MICO,tr|A0A2W1QHV2|A0A2W1QHV2_9MICO,tr|A0A2W1QTZ3|A0A2W1QTZ3_9MICO,tr|A0A2W1RDX4|A0A2W1RDX4_9MICO,tr|A0A2W1SNZ5|A0A2W1SNZ5_9MICO,tr|A0A2W1TCL9|A0A2W1TCL9_9MICO,tr|A0A2W1TGE6|A0A2W1TGE6_9MICO,tr|A0A2W1TKT6|A0A2W1TKT6_9MICO,tr|A0A2W1TVY0|A0A2W1TVY0_9MICO,tr|A0A2W1U6E8|A0A2W1U6E8_9MICO,tr|A0A2W1UUQ1|A0A2W1UUQ1_9MICO,tr|A0A2W1V6N3|A0A2W1V6N3_9MICO,tr|A0A2W1V7G7|A0A2W1V7G7_9MICO,tr|A0A2W1V955|A0A2W1V955_9MICO,tr|A0A2W1VQ90|A0A2W1VQ90_9MICO,tr|A0A2W1X2J0|A0A2W1X2J0_9MICO,tr|A0A2W1X584|A0A2W1X584_9MICO,tr|A0A2W1ZPB0|A0A2W1ZPB0_9MICO,tr|A0A2W1ZVJ6|A0A2W1ZVJ6_9MICO,tr|A0A3N1JB23|A0A3N1JB23_9MICO,tr|A0A3N1K8L2|A0A3N1K8L2_9MICO,tr|A0A3N1NS66|A0A3N1NS66_9MICO,tr|A0A3N1YBQ1|A0A3N1YBQ1_9MICO,tr|A0A3N2GHJ3|A0A3N2GHJ3_9MICO,tr|A0A3N4VUB0|A0A3N4VUB0_9MICO,tr|A0A4R1KKZ2|A0A4R1KKZ2_9MICO,tr|A0A4R1SC92|A0A4R1SC92_9MICO,tr|A0A4R1SUF8|A0A4R1SUF8_9MICO,tr|A0A4R1T2Y3|A0A4R1T2Y3_9MICO,tr|A0A4R1TQJ8|A0A4R1TQJ8_9MICO,tr|A0A4R3SPP6|A0A4R3SPP6_9MICO,tr|A0A4R6DGV1|A0A4R6DGV1_9MICO,tr|A0A4R8B3V3|A0A4R8B3V3_9MICO,tr|A0A4R8BHV4|A0A4R8BHV4_9MICO,tr|A0A4R8BZW3|A0A4R8BZW3_9MICO,tr|A0A4V1FHC0|A0A4V1FHC0_9MICO,tr|A0A4V2VND8|A0A4V2VND8_9MICO,tr|A0A502C4E4|A0A502C4E4_9MICO,tr|A0A542FGL5|A0A542FGL5_9MICO,tr|A0A554N0M7|A0A554N0M7_9MICO,tr|A0A653QFI1|A0A653QFI1_9MICO,tr|A0A6C6XWX6|A0A6C6XWX6_9MICO,tr|A0A6N0YH76|A0A6N0YH76_9MICO,tr|A0A6N0YQ21|A0A6N0YQ21_9MICO,tr|A0A6N1CNR9|A0A6N1CNR9_9MICO,tr|A0A7T4WKQ4|A0A7T4WKQ4_9MICO,tr|A0A7W3R3Q2|A0A7W3R3Q2_9MICO,tr|A0A850DS22|A0A850DS22_9MICO,tr|A0A8H9GBR3|A0A8H9GBR3_9MICO,UPI000348358B,UPI000489A9AE,UPI0007363F20,UPI0008268AC0,UPI0008DD8730,UPI000D830D1B,UPI000DA72D9B,UPI000DA794FF,UPI000DA84B76,UPI000DA891CA,UPI000DA90884,UPI000DAA153A,UPI000DAA78BE,UPI000F86EBEA,UPI00119E018F,UPI0011A1FDE9,UPI0011A71723,UPI0011A8113C,UPI00128FA198,UPI001357DF1D,UPI001564FECF,UPI0015652DF6,UPI0015F5CB24,UPI0015F6C0DA,UPI0015FED7F7,UPI00188A5A32,UPI00188C00C7,UPI00188C16A2,UPI00188C4DA2,UPI00188D132A,UPI00188DBB43,UPI00188DBDE6,UPI001ADA6DCC,UPI001AE92B39,UPI001BC8FEF7,UPI001BDDCEB7,UPI001BDDD5FF,UPI001BDDE2F5,UPI001BDDF006,UPI001BDE37E2,UPI001BDEF83B,UPI001BDF3CE9,UPI001BE0059E,UPI001BE0348B,UPI001BE0EEB9,UPI001BE4F98F,UPI001C0CCC3C,UPI001C3047E5,UPI001C8E3537,UPI001CCB312C,UPI001CE20163,UPI001E2C661C,UPI001F575CA0,UPI001FB52255,UPI0020264D4C
tr|A0A2W1QTZ3|A0A2W1QTZ3_9MICO,0.087838,0.064368,0.077626,0.064368,0.062212,0.08046,0.061927,0.066514,0.066059,0.070455,0.069284,0.068493,0.086957,0.078161,0.090069,0.086364,0.066362,0.071101,0.038636,0.049887,0.058111,0.084091,0.09009,0.043084,0.080275,0.088636,0.0,0.084091,0.002242,0.086364,0.088636,0.034562,0.038636,0.086364,0.077626,0.084668,0.097506,0.09009,0.057471,0.092342,0.070615,0.066667,0.049887,0.069284,0.080275,0.098876,0.097065,0.090703,0.092551,0.069284,0.092551,0.092342,0.092551,0.092342,0.092551,0.057339,0.092551,0.092551,0.092342,0.068966,0.092342,0.084091,0.06422,0.086364,0.087838,0.084091,0.066362,0.066362,0.088636,0.084475,0.070776,0.064073,0.066667,0.068807,0.086364,0.066667,0.08046,0.072727,0.09009,0.092342,0.084091,0.086364,0.052154,0.092342,0.090909,0.049887,0.073563,0.064073,0.068337,0.089245,0.061785,0.064073,0.092551,0.084091,0.092971,0.06422,0.084091,0.085973,0.09417,0.097285,0.112867,0.087838,0.088636,0.092971,0.092342,0.080275,0.064368,0.064815,0.086364,0.09276,0.084091,0.09009,0.097285,0.088235,0.092971,0.082192,0.088235,0.082569,0.081081,0.041475,0.068493,0.040816,0.064368,0.084475,0.061785,0.064368,0.064665,0.071264
tr|A0A2W1RDX4|A0A2W1RDX4_9MICO,0.013636,0.057471,0.073059,0.052874,0.052995,0.066667,0.059633,0.061927,0.061503,0.063636,0.066975,0.050228,0.036613,0.057471,0.071594,0.006818,0.061785,0.061927,0.072727,0.079545,0.009685,0.002273,0.004545,0.072727,0.006881,0.009091,0.084091,0.0,0.086364,0.006818,0.009091,0.076037,0.072727,0.004545,0.073059,0.034325,0.040909,0.006818,0.052874,0.009091,0.056948,0.055172,0.079545,0.055427,0.027523,0.036364,0.036364,0.036364,0.040909,0.055427,0.040909,0.038636,0.040909,0.038636,0.036364,0.048165,0.040909,0.040909,0.038636,0.052874,0.040909,0.011364,0.061927,0.004545,0.011364,0.002273,0.061785,0.064073,0.009091,0.034247,0.06621,0.061785,0.064368,0.066514,0.009091,0.055172,0.055172,0.065909,0.006818,0.011364,0.002273,0.004545,0.079545,0.009091,0.013636,0.077273,0.057471,0.064073,0.05467,0.075515,0.048055,0.061785,0.043182,0.009091,0.038636,0.059633,0.013636,0.009091,0.025,0.029545,0.093182,0.009091,0.004545,0.038636,0.009091,0.004587,0.057471,0.055556,0.006818,0.022727,0.009091,0.009091,0.027273,0.009091,0.040909,0.011416,0.011364,0.018349,0.070455,0.057604,0.063927,0.077273,0.052874,0.031963,0.059497,0.062069,0.064665,0.052874
tr|A0A2W1SNZ5|A0A2W1SNZ5_9MICO,0.09009,0.066667,0.079909,0.066667,0.064516,0.082759,0.06422,0.068807,0.068337,0.072727,0.071594,0.070776,0.089245,0.08046,0.092379,0.088636,0.06865,0.073394,0.040909,0.052154,0.060533,0.086364,0.092342,0.045351,0.082569,0.090909,0.002242,0.086364,0.0,0.088636,0.090909,0.036866,0.040909,0.088636,0.079909,0.086957,0.099773,0.092342,0.05977,0.094595,0.072893,0.068966,0.052154,0.071594,0.082569,0.101124,0.099323,0.092971,0.094808,0.071594,0.094808,0.094595,0.094808,0.094595,0.094808,0.059633,0.094808,0.094808,0.094595,0.071264,0.094595,0.086364,0.066514,0.088636,0.09009,0.086364,0.06865,0.06865,0.090909,0.086758,0.073059,0.066362,0.068966,0.071101,0.088636,0.068966,0.082759,0.075,0.092342,0.094595,0.086364,0.088636,0.054422,0.094595,0.093182,0.052154,0.075862,0.066362,0.070615,0.091533,0.064073,0.066362,0.094808,0.086364,0.095238,0.066514,0.086364,0.088235,0.096413,0.099548,0.115124,0.09009,0.090909,0.095238,0.094595,0.082569,0.066667,0.06713,0.088636,0.095023,0.086364,0.092342,0.099548,0.090498,0.095238,0.084475,0.090498,0.084862,0.083333,0.043779,0.070776,0.043084,0.066667,0.086758,0.064073,0.066667,0.066975,0.073563
tr|A0A2W1TCL9|A0A2W1TCL9_9MICO,0.011364,0.057471,0.073059,0.052874,0.052995,0.066667,0.059633,0.061927,0.059226,0.063636,0.066975,0.052511,0.038902,0.057471,0.071594,0.0,0.061785,0.061927,0.072727,0.081818,0.009685,0.009091,0.002273,0.072727,0.004587,0.002273,0.086364,0.006818,0.088636,0.0,0.002273,0.076037,0.072727,0.006818,0.073059,0.036613,0.036364,0.0,0.052874,0.002273,0.056948,0.055172,0.081818,0.055427,0.025229,0.034091,0.036364,0.031818,0.040909,0.055427,0.040909,0.038636,0.040909,0.038636,0.036364,0.050459,0.040909,0.040909,0.038636,0.052874,0.040909,0.009091,0.061927,0.006818,0.009091,0.009091,0.061785,0.064073,0.011364,0.031963,0.068493,0.061785,0.064368,0.06422,0.011364,0.055172,0.055172,0.065909,0.009091,0.004545,0.004545,0.002273,0.081818,0.002273,0.006818,0.079545,0.057471,0.064073,0.056948,0.077803,0.050343,0.061785,0.043182,0.011364,0.034091,0.059633,0.006818,0.006818,0.025,0.034091,0.093182,0.006818,0.011364,0.034091,0.002273,0.004587,0.055172,0.055556,0.009091,0.027273,0.006818,0.002273,0.031818,0.006818,0.036364,0.009132,0.009091,0.016055,0.070455,0.057604,0.06621,0.077273,0.052874,0.034247,0.059497,0.062069,0.064665,0.052874
tr|A0A2W1TGE6|A0A2W1TGE6_9MICO,0.013636,0.05977,0.075342,0.055172,0.0553,0.068966,0.061927,0.061927,0.061503,0.065909,0.069284,0.054795,0.04119,0.05977,0.073903,0.002273,0.064073,0.06422,0.075,0.084091,0.012107,0.011364,0.004545,0.075,0.006881,0.004545,0.088636,0.009091,0.090909,0.002273,0.0,0.078341,0.075,0.009091,0.075342,0.038902,0.038636,0.002273,0.055172,0.004545,0.059226,0.057471,0.084091,0.057737,0.027523,0.036364,0.038636,0.034091,0.043182,0.057737,0.043182,0.040909,0.043182,0.040909,0.038636,0.052752,0.043182,0.043182,0.040909,0.055172,0.043182,0.011364,0.06422,0.009091,0.011364,0.011364,0.064073,0.066362,0.013636,0.034247,0.070776,0.064073,0.066667,0.066514,0.013636,0.057471,0.057471,0.068182,0.011364,0.006818,0.006818,0.004545,0.084091,0.004545,0.009091,0.081818,0.05977,0.066362,0.059226,0.080092,0.052632,0.064073,0.045455,0.013636,0.036364,0.059633,0.009091,0.009091,0.027273,0.036364,0.095455,0.009091,0.013636,0.036364,0.004545,0.006881,0.057471,0.05787,0.011364,0.029545,0.009091,0.004545,0.034091,0.009091,0.038636,0.011416,0.011364,0.018349,0.072727,0.059908,0.068493,0.079545,0.055172,0.03653,0.061785,0.064368,0.066975,0.055172
tr|A0A2W1TKT6|A0A2W1TKT6_9MICO,0.076037,0.057604,0.06682,0.0553,0.048387,0.06682,0.057604,0.059908,0.052995,0.057604,0.060046,0.050691,0.078341,0.071429,0.080831,0.076037,0.050691,0.057604,0.016129,0.036866,0.05569,0.076037,0.076037,0.034562,0.073733,0.073733,0.034562,0.076037,0.036866,0.076037,0.078341,0.0,0.016129,0.073733,0.06682,0.076037,0.085253,0.076037,0.052995,0.078341,0.059908,0.059908,0.036866,0.060046,0.076037,0.080645,0.080645,0.078341,0.080645,0.060046,0.080645,0.080645,0.080645,0.080645,0.080645,0.050691,0.080645,0.080645,0.080645,0.057604,0.080645,0.076037,0.057604,0.073733,0.076037,0.076037,0.057604,0.057604,0.076037,0.069124,0.0553,0.057604,0.050691,0.057604,0.073733,0.057604,0.073733,0.059908,0.073733,0.073733,0.076037,0.076037,0.039171,0.073733,0.073733,0.036866,0.062212,0.057604,0.048387,0.073733,0.048387,0.057604,0.080645,0.071429,0.080645,0.062212,0.076037,0.078341,0.080645,0.080645,0.085253,0.076037,0.078341,0.080645,0.078341,0.078341,0.057604,0.048611,0.073733,0.076037,0.076037,0.076037,0.080645,0.076037,0.080645,0.076037,0.076037,0.076037,0.052995,0.032258,0.052995,0.036866,0.0553,0.069124,0.0553,0.050691,0.062356,0.059908
tr|A0A2W1TVY0|A0A2W1TVY0_9MICO,0.075,0.057471,0.06621,0.055172,0.048387,0.064368,0.055046,0.06422,0.050114,0.063636,0.053118,0.052511,0.077803,0.064368,0.076212,0.072727,0.048055,0.061927,0.0,0.036364,0.048426,0.072727,0.072727,0.034091,0.068807,0.070455,0.038636,0.072727,0.040909,0.072727,0.075,0.016129,0.0,0.070455,0.06621,0.075515,0.084091,0.072727,0.050575,0.075,0.059226,0.05977,0.036364,0.055427,0.068807,0.079545,0.084091,0.077273,0.079545,0.055427,0.079545,0.079545,0.079545,0.079545,0.079545,0.043578,0.079545,0.079545,0.079545,0.057471,0.079545,0.075,0.057339,0.070455,0.075,0.072727,0.059497,0.059497,0.072727,0.06621,0.054795,0.059497,0.055172,0.059633,0.070455,0.057471,0.066667,0.065909,0.070455,0.070455,0.072727,0.072727,0.038636,0.070455,0.075,0.036364,0.062069,0.057208,0.050114,0.075515,0.045767,0.057208,0.079545,0.068182,0.079545,0.061927,0.075,0.077273,0.079545,0.079545,0.095455,0.075,0.077273,0.079545,0.075,0.073394,0.057471,0.048611,0.070455,0.077273,0.075,0.072727,0.081818,0.075,0.079545,0.073059,0.075,0.071101,0.063636,0.020737,0.052511,0.038636,0.055172,0.06621,0.05492,0.052874,0.053118,0.05977
tr|A0A2W1U6E8|A0A2W1U6E8_9MICO,0.015909,0.055172,0.070776,0.050575,0.050691,0.064368,0.059633,0.059633,0.059226,0.061364,0.064665,0.047945,0.034325,0.055172,0.069284,0.006818,0.059497,0.059633,0.070455,0.081818,0.007264,0.006818,0.009091,0.075,0.002294,0.004545,0.086364,0.004545,0.088636,0.006818,0.009091,0.073733,0.070455,0.0,0.070776,0.032037,0.038636,0.006818,0.050575,0.009091,0.05467,0.052874,0.081818,0.053118,0.025229,0.034091,0.034091,0.034091,0.038636,0.053118,0.038636,0.036364,0.038636,0.036364,0.034091,0.045872,0.038636,0.038636,0.036364,0.050575,0.038636,0.013636,0.061927,0.0,0.013636,0.006818,0.061785,0.064073,0.004545,0.031963,0.063927,0.059497,0.062069,0.06422,0.004545,0.052874,0.052874,0.063636,0.002273,0.006818,0.002273,0.009091,0.081818,0.004545,0.009091,0.079545,0.055172,0.061785,0.052392,0.073227,0.045767,0.061785,0.040909,0.004545,0.036364,0.057339,0.013636,0.013636,0.027273,0.027273,0.088636,0.011364,0.009091,0.036364,0.009091,0.009174,0.055172,0.053241,0.002273,0.020455,0.011364,0.009091,0.025,0.011364,0.038636,0.013699,0.013636,0.016055,0.068182,0.0553,0.061644,0.079545,0.050575,0.02968,0.059497,0.05977,0.062356,0.050575
tr|A0A2W1UUQ1|A0A2W1UUQ1_9MICO,0.075342,0.064368,0.004566,0.066667,0.064516,0.043678,0.071101,0.073394,0.073059,0.06621,0.027714,0.063927,0.080092,0.066667,0.039261,0.073059,0.064073,0.066514,0.06621,0.070776,0.05569,0.073059,0.073059,0.073059,0.066514,0.070776,0.077626,0.073059,0.079909,0.073059,0.075342,0.06682,0.06621,0.070776,0.0,0.077803,0.086758,0.073059,0.05977,0.075342,0.068493,0.066667,0.070776,0.023095,0.075688,0.079909,0.084475,0.079909,0.082192,0.023095,0.082192,0.082192,0.082192,0.082192,0.082192,0.055046,0.082192,0.082192,0.082192,0.068966,0.082192,0.075342,0.073394,0.070776,0.075342,0.073059,0.073227,0.075515,0.073059,0.079909,0.073059,0.070938,0.066667,0.075688,0.070776,0.068966,0.064368,0.068493,0.070776,0.070776,0.073059,0.073059,0.073059,0.070776,0.075342,0.070776,0.071264,0.073227,0.075342,0.064073,0.059497,0.073227,0.082192,0.068493,0.082192,0.073394,0.070776,0.075342,0.082192,0.077626,0.050228,0.073059,0.077626,0.082192,0.075342,0.071101,0.064368,0.05787,0.070776,0.079909,0.073059,0.073059,0.084475,0.073059,0.082192,0.075342,0.075342,0.073394,0.075342,0.057604,0.070776,0.075342,0.066667,0.079909,0.070938,0.064368,0.036952,0.068966
tr|A0A2W1V6N3|A0A2W1V6N3_9MICO,0.04119,0.055172,0.077803,0.052874,0.052995,0.062069,0.06422,0.061927,0.066362,0.052632,0.071594,0.052632,0.002288,0.052874,0.083141,0.036613,0.05492,0.059633,0.075515,0.080092,0.021792,0.036613,0.036613,0.077803,0.034404,0.034325,0.084668,0.034325,0.086957,0.036613,0.038902,0.076037,0.075515,0.032037,0.077803,0.0,0.029748,0.036613,0.05977,0.038902,0.064073,0.057471,0.080092,0.060046,0.034404,0.02746,0.02746,0.029748,0.029748,0.060046,0.029748,0.02746,0.029748,0.02746,0.032037,0.043578,0.029748,0.029748,0.02746,0.055172,0.029748,0.038902,0.061927,0.032037,0.038902,0.036613,0.066362,0.064073,0.034325,0.036613,0.066362,0.06865,0.064368,0.071101,0.034325,0.055172,0.055172,0.05492,0.032037,0.036613,0.034325,0.036613,0.080092,0.034325,0.038902,0.077803,0.057471,0.066362,0.05492,0.077803,0.043478,0.066362,0.032037,0.036613,0.02746,0.059633,0.038902,0.038902,0.038902,0.036613,0.086957,0.036613,0.038902,0.02746,0.038902,0.036697,0.055172,0.055556,0.032037,0.036613,0.036613,0.036613,0.04119,0.036613,0.02746,0.038902,0.038902,0.036697,0.073227,0.069124,0.064073,0.080092,0.052874,0.034325,0.064073,0.066667,0.073903,0.057471
tr|A0A2W1V7G7|A0A2W1V7G7_9MICO,0.043084,0.064368,0.086758,0.064368,0.064516,0.075862,0.071101,0.073394,0.072893,0.070455,0.076212,0.06621,0.032037,0.05977,0.08776,0.036364,0.070938,0.068807,0.084091,0.092971,0.029056,0.043182,0.038549,0.086168,0.034404,0.034091,0.097506,0.040909,0.099773,0.036364,0.038636,0.085253,0.084091,0.038636,0.086758,0.029748,0.0,0.038549,0.064368,0.040816,0.075171,0.066667,0.092971,0.069284,0.027523,0.015873,0.020408,0.00907,0.015873,0.069284,0.015873,0.011338,0.015873,0.011338,0.013605,0.059633,0.015873,0.015873,0.011338,0.064368,0.013605,0.040909,0.073394,0.038636,0.040816,0.043182,0.073227,0.075515,0.043182,0.047945,0.077626,0.073227,0.075862,0.073394,0.043182,0.066667,0.062069,0.072727,0.043084,0.038549,0.040909,0.036364,0.092971,0.036281,0.036364,0.090703,0.064368,0.073227,0.068337,0.08238,0.059497,0.073227,0.018141,0.043182,0.004535,0.071101,0.043182,0.036281,0.031746,0.049887,0.108844,0.038549,0.045455,0.006803,0.040816,0.036697,0.064368,0.06713,0.040909,0.049887,0.038636,0.040816,0.054422,0.038549,0.00907,0.038813,0.040816,0.041284,0.086168,0.076037,0.075342,0.088435,0.064368,0.047945,0.070938,0.073563,0.078522,0.05977
tr|A0A2W1V955|A0A2W1V955_9MICO,0.013514,0.057471,0.073059,0.052874,0.052995,0.066667,0.059633,0.061927,0.059226,0.063636,0.066975,0.052511,0.038902,0.057471,0.071594,0.0,0.061785,0.061927,0.072727,0.0839,0.009685,0.009091,0.002252,0.07483,0.004587,0.002273,0.09009,0.006818,0.092342,0.0,0.002273,0.076037,0.072727,0.006818,0.073059,0.036613,0.038549,0.0,0.052874,0.002252,0.056948,0.055172,0.0839,0.055427,0.025229,0.038288,0.038375,0.034014,0.042889,0.055427,0.042889,0.045045,0.042889,0.045045,0.038375,0.050459,0.042889,0.042889,0.045045,0.052874,0.047297,0.009091,0.061927,0.006818,0.011261,0.009091,0.061785,0.064073,0.011364,0.031963,0.068493,0.061785,0.064368,0.06422,0.011364,0.055172,0.055172,0.065909,0.011261,0.004505,0.004545,0.002273,0.0839,0.002252,0.006818,0.081633,0.057471,0.064073,0.056948,0.077803,0.050343,0.061785,0.045147,0.011364,0.036281,0.059633,0.006818,0.00905,0.029279,0.036199,0.094808,0.009009,0.011364,0.036281,0.002252,0.004587,0.055172,0.055556,0.009091,0.029412,0.006818,0.002252,0.033937,0.00905,0.038549,0.009132,0.011312,0.016055,0.076577,0.057604,0.06621,0.079365,0.052874,0.034247,0.059497,0.062069,0.064665,0.052874
tr|A0A2W1VQ90|A0A2W1VQ90_9MICO,0.057471,0.016092,0.064368,0.02069,0.016129,0.062069,0.027586,0.027586,0.034483,0.034483,0.053118,0.03908,0.062069,0.045977,0.069284,0.052874,0.034483,0.022989,0.050575,0.064368,0.033898,0.055172,0.052874,0.05977,0.050575,0.050575,0.057471,0.052874,0.05977,0.052874,0.055172,0.052995,0.050575,0.050575,0.05977,0.05977,0.064368,0.052874,0.0,0.055172,0.041379,0.013793,0.064368,0.057737,0.050575,0.057471,0.064368,0.057471,0.05977,0.057737,0.05977,0.05977,0.05977,0.05977,0.05977,0.036782,0.05977,0.05977,0.05977,0.022989,0.05977,0.055172,0.029885,0.050575,0.055172,0.055172,0.029885,0.029885,0.052874,0.045977,0.032184,0.027586,0.025287,0.032184,0.050575,0.018391,0.048276,0.036782,0.050575,0.050575,0.052874,0.052874,0.066667,0.050575,0.052874,0.064368,0.022989,0.027586,0.034483,0.073563,0.03908,0.027586,0.05977,0.052874,0.05977,0.025287,0.050575,0.050575,0.05977,0.055172,0.082759,0.052874,0.057471,0.05977,0.055172,0.055172,0.016092,0.023148,0.050575,0.055172,0.052874,0.052874,0.05977,0.052874,0.05977,0.055172,0.055172,0.052874,0.045977,0.0553,0.029885,0.057471,0.016092,0.045977,0.025287,0.022989,0.057737,0.022989
tr|A0A2W1X2J0|A0A2W1X2J0_9MICO,0.015766,0.05977,0.075342,0.055172,0.0553,0.068966,0.061927,0.06422,0.061503,0.065909,0.069284,0.054795,0.04119,0.05977,0.073903,0.002273,0.064073,0.06422,0.075,0.086168,0.012107,0.011364,0.004505,0.077098,0.006881,0.004545,0.092342,0.009091,0.094595,0.002273,0.004545,0.078341,0.075,0.009091,0.075342,0.038902,0.040816,0.002252,0.055172,0.0,0.059226,0.057471,0.086168,0.057737,0.027523,0.040541,0.040632,0.036281,0.045147,0.057737,0.045147,0.047297,0.045147,0.047297,0.040632,0.052752,0.045147,0.045147,0.047297,0.055172,0.04955,0.011364,0.06422,0.009091,0.013514,0.011364,0.064073,0.066362,0.013636,0.034247,0.070776,0.064073,0.066667,0.066514,0.013636,0.057471,0.057471,0.068182,0.013514,0.006757,0.006818,0.004545,0.086168,0.004505,0.009091,0.0839,0.05977,0.066362,0.059226,0.080092,0.052632,0.064073,0.047404,0.013636,0.038549,0.061927,0.009091,0.011312,0.031532,0.038462,0.097065,0.011261,0.013636,0.038549,0.004505,0.006881,0.057471,0.05787,0.011364,0.031674,0.009091,0.004505,0.036199,0.011312,0.040816,0.011416,0.013575,0.018349,0.078829,0.059908,0.068493,0.081633,0.055172,0.03653,0.061785,0.064368,0.066975,0.055172
tr|A0A2W1X584|A0A2W1X584_9MICO,0.059226,0.03908,0.068493,0.03908,0.046083,0.068966,0.043578,0.048165,0.036446,0.027335,0.062356,0.027397,0.066362,0.064368,0.078522,0.056948,0.034325,0.048165,0.059226,0.072893,0.031477,0.056948,0.056948,0.070615,0.052752,0.05467,0.070615,0.056948,0.072893,0.056948,0.059226,0.059908,0.059226,0.05467,0.068493,0.064073,0.075171,0.056948,0.041379,0.059226,0.0,0.043678,0.072893,0.057737,0.059633,0.070615,0.068337,0.068337,0.068337,0.057737,0.068337,0.072893,0.068337,0.072893,0.063781,0.022936,0.068337,0.068337,0.072893,0.043678,0.072893,0.056948,0.045872,0.05467,0.056948,0.059226,0.048055,0.048055,0.056948,0.052511,0.043379,0.048055,0.048276,0.038991,0.05467,0.041379,0.062069,0.029613,0.05467,0.05467,0.056948,0.056948,0.075171,0.05467,0.056948,0.072893,0.050575,0.045767,0.041002,0.077803,0.02746,0.045767,0.068337,0.056948,0.070615,0.045872,0.059226,0.056948,0.063781,0.063781,0.095672,0.05467,0.061503,0.070615,0.059226,0.055046,0.03908,0.041667,0.05467,0.059226,0.05467,0.056948,0.063781,0.05467,0.072893,0.057078,0.056948,0.052752,0.056948,0.048387,0.041096,0.070615,0.03908,0.052511,0.043478,0.045977,0.053118,0.048276
tr|A0A2W1ZPB0|A0A2W1ZPB0_9MICO,0.05977,0.016092,0.071264,0.018391,0.023041,0.064368,0.027586,0.032184,0.036782,0.032184,0.057737,0.036782,0.05977,0.045977,0.076212,0.055172,0.032184,0.022989,0.05977,0.071264,0.038741,0.057471,0.055172,0.066667,0.052874,0.052874,0.066667,0.055172,0.068966,0.055172,0.057471,0.059908,0.05977,0.052874,0.066667,0.057471,0.066667,0.055172,0.013793,0.057471,0.043678,0.0,0.071264,0.060046,0.05977,0.064368,0.066667,0.062069,0.066667,0.060046,0.066667,0.064368,0.066667,0.064368,0.064368,0.034483,0.066667,0.066667,0.064368,0.016092,0.064368,0.057471,0.025287,0.052874,0.057471,0.057471,0.029885,0.025287,0.055172,0.052874,0.032184,0.027586,0.025287,0.022989,0.052874,0.016092,0.048276,0.034483,0.052874,0.052874,0.055172,0.055172,0.073563,0.052874,0.055172,0.071264,0.02069,0.027586,0.032184,0.073563,0.036782,0.027586,0.066667,0.055172,0.064368,0.029885,0.057471,0.052874,0.064368,0.062069,0.085057,0.055172,0.05977,0.064368,0.057471,0.057471,0.016092,0.020833,0.052874,0.062069,0.055172,0.055172,0.066667,0.055172,0.064368,0.057471,0.057471,0.057471,0.050575,0.062212,0.029885,0.064368,0.013793,0.052874,0.025287,0.027586,0.064665,0.018391
