,tr|A0A010NUY5|A0A010NUY5_FINMA,tr|A0A010NXJ4|A0A010NXJ4_FINMA,tr|A0A017H934|A0A017H934_9FUSO,tr|A0A0D5C6J2|A0A0D5C6J2_ERYRH,tr|A0A133KEE8|A0A133KEE8_9FIRM,tr|A0A133MW93|A0A133MW93_FINMA,tr|A0A133PN05|A0A133PN05_9FIRM,tr|A0A134AX96|A0A134AX96_9FIRM,tr|A0A137SRV5|A0A137SRV5_9FIRM,tr|A0A1B2JLE9|A0A1B2JLE9_9FIRM,tr|A0A1E8RN79|A0A1E8RN79_9FIRM,tr|A0A1E9AJB3|A0A1E9AJB3_9FIRM,tr|A0A1E9JN26|A0A1E9JN26_9FUSO,tr|A0A1E9PJH3|A0A1E9PJH3_9LACT,tr|A0A1F0GRC6|A0A1F0GRC6_9FIRM,tr|A0A1M5JL03|A0A1M5JL03_9FIRM,tr|A0A233V1S1|A0A233V1S1_FINMA,tr|A0A233V4N6|A0A233V4N6_FINMA,tr|A0A233VI02|A0A233VI02_FINMA,tr|A0A233VMP7|A0A233VMP7_FINMA,tr|A0A233W0A1|A0A233W0A1_FINMA,tr|A0A233W0J1|A0A233W0J1_FINMA,tr|A0A2I1L7E1|A0A2I1L7E1_9LACT,tr|A0A2I1MAG4|A0A2I1MAG4_9FIRM,tr|A0A2I1MLV4|A0A2I1MLV4_9LACT,tr|A0A2I1MR42|A0A2I1MR42_9LACT,tr|A0A2N6SSB9|A0A2N6SSB9_FINMA,tr|A0A2N6STA3|A0A2N6STA3_FINMA,tr|A0A2S0KN42|A0A2S0KN42_9FIRM,tr|A0A2X1XZZ8|A0A2X1XZZ8_9FIRM,tr|A0A317LL23|A0A317LL23_FINMA,tr|A0A329P017|A0A329P017_9LACT,tr|A0A380KCA2|A0A380KCA2_STREQ,tr|A0A3E2TJQ8|A0A3E2TJQ8_9FIRM,tr|A0A421BHI7|A0A421BHI7_9LACT,tr|A0A437S9H5|A0A437S9H5_9FIRM,tr|A0A4Y9JJQ3|A0A4Y9JJQ3_9STRE,tr|A0A552V6Q6|A0A552V6Q6_9FIRM,tr|A0A5N1GJ36|A0A5N1GJ36_9LACT,tr|A0A5Q2RW36|A0A5Q2RW36_STRDY,tr|A0A6I2QPS7|A0A6I2QPS7_9FIRM,tr|A0A6I2QRX2|A0A6I2QRX2_9FIRM,tr|A0A6I2S133|A0A6I2S133_FINMA,tr|A0A6I2S537|A0A6I2S537_FINMA,tr|A0A6N2ZGX0|A0A6N2ZGX0_FINMA,tr|A0A6N2ZTZ8|A0A6N2ZTZ8_9FIRM,tr|A0A7C6WTD0|A0A7C6WTD0_9FIRM,tr|A0A7D4FIR7|A0A7D4FIR7_FINMA,tr|A0A7D4G627|A0A7D4G627_FINMA,tr|A0A7T4F295|A0A7T4F295_9FIRM,tr|A0A7T5ACM2|A0A7T5ACM2_9FIRM,tr|A0A7T7USV4|A0A7T7USV4_9FIRM,tr|A0A7T7UT70|A0A7T7UT70_9FIRM,tr|A0A7T7ZUS5|A0A7T7ZUS5_9FIRM,tr|A0A847CZA0|A0A847CZA0_9FIRM,tr|A0A848RJZ6|A0A848RJZ6_9FIRM,tr|A0A853P7V9|A0A853P7V9_STRAG,tr|A0A8E2K1L6|A0A8E2K1L6_STREQ,tr|A0A8H2M3K0|A0A8H2M3K0_9FIRM,tr|A0A8H2N2J2|A0A8H2N2J2_STRPY,tr|A0A8H2QY48|A0A8H2QY48_9FIRM,tr|B0S1X1|B0S1X1_FINM2,tr|B6W674|B6W674_9FIRM,tr|B6W6H2|B6W6H2_9FIRM,tr|B7UEN3|B7UEN3_STRPY,tr|C2BCV8|C2BCV8_9FIRM,tr|C2BHY6|C2BHY6_9FIRM,tr|C2CIX7|C2CIX7_9FIRM,tr|C7HT62|C7HT62_9FIRM,tr|C7RI29|C7RI29_ANAPD,tr|D1VV33|D1VV33_9FIRM,tr|D6SB67|D6SB67_FINMA,tr|D8FI10|D8FI10_9FIRM,tr|D9PNW6|D9PNW6_FINMA,tr|D9PSP0|D9PSP0_FINMA,tr|E0NMM1|E0NMM1_9FIRM,tr|E1KUX1|E1KUX1_FINMA,tr|E1KW03|E1KW03_FINMA,tr|E4KXX1|E4KXX1_9FIRM,tr|F0GXM5|F0GXM5_9FIRM,tr|F0H2Q3|F0H2Q3_9FIRM,tr|F0H3D2|F0H3D2_9FIRM,tr|F2I635|F2I635_AERUA,tr|G5K778|G5K778_9STRE,tr|H3NR57|H3NR57_9FIRM,tr|U7UGF1|U7UGF1_9FIRM,tr|U7UVZ7|U7UVZ7_9FIRM,UPI00021A355C,UPI000289DF12,UPI0002993F63,UPI0002BA7701,UPI0002D4BE86,UPI0002D556C4,UPI0002D5ACA0,UPI0002D5EA2C,UPI0002DC1C05,UPI0002DF6218,UPI0002E916B5,UPI0002EB9DF8,UPI0002F261B0,UPI0002F80F1E,UPI000301F504,UPI0003031210,UPI0003145D92,UPI000315B56C,UPI000318887D,UPI00031C5FC9,UPI0003304B7A,UPI0003541B6A,UPI00046D7C84,UPI0004B0865D,UPI0004BC0553,UPI000598E60A,UPI0006401380,UPI00064092FA,UPI0006598A6D,UPI000659DCFF,UPI000665522A,UPI000665FC35,UPI000672379C,UPI000672546B,UPI00067C0419,UPI0006A5F0E5,UPI0006BB557D,UPI00073E8146,UPI00073F0092,UPI000763EDEA,UPI00082501D3,UPI0008A30456,UPI0008D94425,UPI00092FE8A0,UPI00093038B5,UPI0009305C85,UPI000931C2E7,UPI000931DFA1,UPI00093983C7,UPI000B257557,UPI000C0857AB,UPI000C086F94,UPI000C1B01DE,UPI000C769B27,UPI000C78EF63,UPI000CF38432,UPI000CF4B03E,UPI000CF9B0F1,UPI000D0AEF7A,UPI000D56159C,UPI000DCD077F,UPI00101ABA0E,UPI0010324550,UPI00109D1CB9,UPI0010A172C8,UPI0010B4A995,UPI0010BB4EA7,UPI0010E96F67,UPI0010FE983E,UPI00115EAB80,UPI0011804355,UPI00124807E4,UPI00124A8A76,UPI0012B11C9A,UPI0013FD5629,UPI0015935B04,UPI0015D5D671,UPI001897870A,UPI0018994A46,UPI00189A76A5,UPI00189C2E05,UPI00189C3EA8,UPI0018E14C91,UPI0019154F3A,UPI0019600D21,UPI001AE5E8E5,UPI001AE76A6A,UPI001B8CAB8A,UPI001B8D65E6,UPI001B8E4078,UPI001C1055A7,UPI001C2D8906,UPI001C63FD0B,UPI001C95B2B2,UPI001C98CEA0,UPI001CBDE1B9,UPI001CBEB248,UPI001CE0EFBE,UPI001CE106C6,UPI001D05E698,UPI001D13F802,UPI001D1444BF,UPI001D146F19,UPI001D15BB0F,UPI001F3B1026,UPI001F3D3692,UPI001FA9A499,UPI001FAC0560,UPI001FAF49C0,UPI0020149CD3
UPI000315B56C,0.047431,0.042889,0.040632,0.036117,0.03386,0.038369,0.036117,0.040632,0.041667,0.045147,0.051919,0.042889,0.038375,0.042889,0.03386,0.051181,0.040632,0.042889,0.042889,0.174312,0.047404,0.038375,0.040632,0.042889,0.042889,0.036117,0.059226,0.030303,0.054176,0.042889,0.049661,0.047404,0.051919,0.045147,0.054176,0.042889,0.042889,0.042889,0.045767,0.040632,0.054176,0.036117,0.03386,0.042889,0.029345,0.040632,0.036117,0.036117,0.029345,0.047404,0.036117,0.174312,0.040816,0.038375,0.040632,0.050505,0.036117,0.036117,0.03386,0.038375,0.047404,0.029345,0.036117,0.036117,0.038375,0.044077,0.025316,0.050459,0.047404,0.040632,0.045147,0.045147,0.029345,0.049661,0.036117,0.049661,0.040632,0.029345,0.038375,0.042889,0.040632,0.045147,0.038375,0.038375,0.056433,0.027088,0.038375,0.036364,0.04918,0.031603,0.04065,0.049661,0.036117,0.038375,0.036117,0.056433,0.040632,0.03386,0.042889,0.029345,0.040632,0.024831,0.038375,0.046053,0.0,0.031603,0.056433,0.029345,0.06772,0.054176,0.040632,0.083521,0.047404,0.038375,0.03386,0.042889,0.036117,0.036117,0.042889,0.038375,0.036117,0.031603,0.036117,0.045147,0.045147,0.042889,0.049661,0.036117,0.040632,0.027088,0.040632,0.038375,0.036117,0.051919,0.040632,0.040632,0.009434,0.036117,0.047404,0.049661,0.049661,0.03386,0.031603,0.03386,0.038375,0.029345,0.031603,0.029345,0.036117,0.047404,0.042889,0.03386,0.036117,0.03386,0.047404,0.03386,0.038375,0.03386,0.049661,0.049661,0.032895,0.036117,0.03386,0.046784,0.040609,0.036117,0.031603,0.036364,0.050761,0.045147,0.036117,0.040632,0.042889,0.045147,0.040632,0.027088,0.029345,0.047404,0.040632,0.03386,0.038375,0.042889,0.042889,0.047404,0.042889,0.036117,0.040632,0.036117,0.045147,0.042889,0.040632,0.03386,0.038375,0.047404,0.056433,0.047404,0.031603
UPI000318887D,0.055336,0.045147,0.047404,0.036117,0.047404,0.038369,0.042889,0.045147,0.020833,0.045147,0.047404,0.047404,0.040632,0.036117,0.038375,0.059055,0.049661,0.045147,0.036117,0.165138,0.058691,0.049661,0.042889,0.056433,0.049661,0.031603,0.061503,0.030303,0.054176,0.042889,0.054176,0.054176,0.056433,0.024831,0.03386,0.051919,0.036117,0.056433,0.038902,0.047404,0.065463,0.042889,0.040632,0.038375,0.038375,0.040632,0.004515,0.038375,0.03386,0.056433,0.049661,0.165138,0.020408,0.042889,0.040632,0.040404,0.004515,0.004515,0.047404,0.042889,0.047404,0.03386,0.047404,0.036117,0.011287,0.049587,0.012658,0.059633,0.056433,0.054176,0.045147,0.047404,0.038375,0.051919,0.042889,0.047404,0.058691,0.042889,0.038375,0.051919,0.049661,0.056433,0.045147,0.051919,0.056433,0.03386,0.042889,0.038636,0.058548,0.036117,0.03252,0.045147,0.047404,0.042889,0.036117,0.047404,0.049661,0.015801,0.056433,0.03386,0.051919,0.029345,0.006772,0.072368,0.031603,0.0,0.056433,0.038375,0.06772,0.063205,0.045147,0.079007,0.056433,0.006772,0.002257,0.029345,0.047404,0.042889,0.031603,0.049661,0.045147,0.040632,0.040632,0.049661,0.045147,0.051919,0.022573,0.038375,0.009029,0.036117,0.045147,0.040632,0.040632,0.060948,0.045147,0.036117,0.0,0.045147,0.060948,0.049661,0.058691,0.002257,0.045147,0.047404,0.047404,0.038375,0.03386,0.03386,0.004515,0.051919,0.036117,0.006772,0.031603,0.03386,0.051919,0.040632,0.038375,0.038375,0.054176,0.03386,0.019737,0.042889,0.036117,0.035088,0.050761,0.045147,0.031603,0.041558,0.055838,0.049661,0.045147,0.049661,0.047404,0.056433,0.045147,0.027088,0.03386,0.049661,0.047404,0.040632,0.047404,0.029345,0.047404,0.047404,0.045147,0.045147,0.045147,0.042889,0.049661,0.049661,0.045147,0.036117,0.040632,0.047404,0.056433,0.054176,0.045147
UPI00031C5FC9,0.059289,0.051919,0.051919,0.051919,0.056433,0.069544,0.056433,0.049661,0.020833,0.060948,0.060948,0.060948,0.045147,0.063205,0.063205,0.055118,0.065463,0.072235,0.063205,0.174312,0.072235,0.069977,0.056433,0.063205,0.058691,0.047404,0.070615,0.030303,0.060948,0.058691,0.054176,0.058691,0.060948,0.060948,0.063205,0.054176,0.063205,0.069977,0.066362,0.058691,0.072235,0.058691,0.049661,0.049661,0.051919,0.051919,0.058691,0.038375,0.045147,0.060948,0.063205,0.174312,0.040816,0.042889,0.049661,0.050505,0.058691,0.058691,0.056433,0.054176,0.060948,0.045147,0.051919,0.056433,0.063205,0.077135,0.037975,0.06422,0.060948,0.063205,0.056433,0.074492,0.063205,0.072235,0.047404,0.06772,0.065463,0.060948,0.049661,0.058691,0.063205,0.058691,0.049661,0.06772,0.0,0.056433,0.063205,0.036364,0.070258,0.049661,0.04878,0.065463,0.051919,0.051919,0.056433,0.054176,0.065463,0.051919,0.056433,0.045147,0.060948,0.045147,0.058691,0.072368,0.056433,0.056433,0.0,0.049661,0.083521,0.069977,0.060948,0.092551,0.06772,0.056433,0.056433,0.054176,0.051919,0.069977,0.056433,0.054176,0.047404,0.056433,0.065463,0.058691,0.056433,0.060948,0.063205,0.051919,0.063205,0.047404,0.065463,0.051919,0.045147,0.076749,0.065463,0.042889,0.056604,0.056433,0.058691,0.065463,0.069977,0.058691,0.045147,0.047404,0.056433,0.047404,0.054176,0.047404,0.058691,0.074492,0.049661,0.056433,0.042889,0.049661,0.06772,0.054176,0.058691,0.049661,0.069977,0.060948,0.039474,0.060948,0.051919,0.052632,0.055838,0.060948,0.051919,0.054545,0.060914,0.051919,0.060948,0.060948,0.058691,0.072235,0.047404,0.042889,0.049661,0.065463,0.058691,0.051919,0.063205,0.06772,0.065463,0.054176,0.058691,0.058691,0.047404,0.051919,0.051919,0.06772,0.056433,0.054176,0.045147,0.060948,0.013544,0.060948,0.060948
UPI0003304B7A,0.043478,0.031603,0.038375,0.03386,0.036117,0.043165,0.038375,0.038375,0.020833,0.042889,0.049661,0.045147,0.03386,0.042889,0.040632,0.059055,0.047404,0.045147,0.051919,0.146789,0.049661,0.045147,0.038375,0.045147,0.045147,0.03386,0.063781,0.0,0.051919,0.036117,0.047404,0.045147,0.047404,0.047404,0.051919,0.040632,0.042889,0.045147,0.045767,0.045147,0.054176,0.036117,0.027088,0.040632,0.031603,0.038375,0.042889,0.038375,0.022573,0.047404,0.038375,0.146789,0.040816,0.036117,0.042889,0.030303,0.042889,0.042889,0.027088,0.036117,0.045147,0.027088,0.038375,0.042889,0.040632,0.052342,0.0,0.06422,0.047404,0.042889,0.038375,0.047404,0.045147,0.049661,0.038375,0.051919,0.056433,0.036117,0.040632,0.049661,0.036117,0.045147,0.036117,0.049661,0.049661,0.03386,0.040632,0.038636,0.056206,0.03386,0.02439,0.047404,0.038375,0.036117,0.042889,0.049661,0.045147,0.036117,0.040632,0.027088,0.045147,0.027088,0.040632,0.052632,0.029345,0.038375,0.049661,0.0,0.054176,0.051919,0.036117,0.079007,0.054176,0.045147,0.040632,0.038375,0.038375,0.038375,0.03386,0.038375,0.029345,0.042889,0.036117,0.031603,0.042889,0.042889,0.047404,0.038375,0.047404,0.015801,0.042889,0.029345,0.029345,0.054176,0.042889,0.038375,0.009434,0.03386,0.054176,0.045147,0.047404,0.040632,0.03386,0.036117,0.036117,0.029345,0.031603,0.022573,0.042889,0.054176,0.036117,0.036117,0.029345,0.031603,0.049661,0.038375,0.040632,0.036117,0.056433,0.047404,0.013158,0.038375,0.036117,0.02924,0.040609,0.036117,0.03386,0.041558,0.053299,0.036117,0.036117,0.040632,0.045147,0.049661,0.03386,0.024831,0.031603,0.049661,0.045147,0.040632,0.038375,0.047404,0.047404,0.040632,0.03386,0.038375,0.038375,0.029345,0.042889,0.045147,0.045147,0.036117,0.031603,0.051919,0.049661,0.045147,0.042889
UPI0003541B6A,0.106719,0.065463,0.076749,0.06772,0.074492,0.043165,0.074492,0.072235,0.020833,0.079007,0.081264,0.074492,0.063205,0.079007,0.074492,0.106299,0.081264,0.083521,0.085779,0.0,0.081264,0.074492,0.076749,0.072235,0.079007,0.072235,0.093394,0.030303,0.085779,0.074492,0.081264,0.083521,0.081264,0.081264,0.085779,0.06772,0.079007,0.081264,0.075515,0.083521,0.092551,0.072235,0.065463,0.072235,0.069977,0.072235,0.072235,0.072235,0.056433,0.079007,0.079007,0.0,0.061224,0.072235,0.074492,0.181818,0.072235,0.072235,0.065463,0.074492,0.076749,0.060948,0.079007,0.076749,0.069977,0.096419,0.012658,0.12844,0.079007,0.081264,0.072235,0.085779,0.083521,0.081264,0.072235,0.081264,0.094808,0.074492,0.072235,0.088036,0.079007,0.081264,0.074492,0.088036,0.083521,0.065463,0.065463,0.072727,0.077283,0.072235,0.04065,0.076749,0.079007,0.072235,0.076749,0.083521,0.083521,0.065463,0.079007,0.060948,0.081264,0.060948,0.069977,0.157895,0.06772,0.06772,0.083521,0.054176,0.0,0.094808,0.076749,0.042889,0.088036,0.074492,0.069977,0.076749,0.072235,0.081264,0.074492,0.076749,0.065463,0.076749,0.076749,0.063205,0.074492,0.076749,0.081264,0.072235,0.076749,0.056433,0.079007,0.065463,0.065463,0.092551,0.079007,0.072235,0.028302,0.06772,0.092551,0.083521,0.088036,0.069977,0.06772,0.069977,0.076749,0.063205,0.065463,0.060948,0.072235,0.088036,0.069977,0.065463,0.060948,0.065463,0.081264,0.072235,0.072235,0.06772,0.090293,0.081264,0.026316,0.076749,0.065463,0.040936,0.081218,0.076749,0.06772,0.077922,0.086294,0.076749,0.06772,0.076749,0.079007,0.088036,0.069977,0.058691,0.063205,0.081264,0.083521,0.074492,0.069977,0.079007,0.085779,0.072235,0.074492,0.076749,0.069977,0.06772,0.076749,0.079007,0.081264,0.065463,0.069977,0.081264,0.083521,0.081264,0.079007
UPI00046D7C84,0.071146,0.060948,0.051919,0.058691,0.051919,0.069544,0.056433,0.063205,0.041667,0.054176,0.063205,0.060948,0.060948,0.074492,0.065463,0.066929,0.06772,0.069977,0.058691,0.192661,0.069977,0.06772,0.065463,0.065463,0.060948,0.058691,0.075171,0.0,0.072235,0.065463,0.063205,0.058691,0.069977,0.065463,0.06772,0.060948,0.074492,0.058691,0.077803,0.072235,0.063205,0.045147,0.054176,0.060948,0.049661,0.065463,0.065463,0.051919,0.056433,0.065463,0.045147,0.192661,0.040816,0.056433,0.056433,0.070707,0.065463,0.065463,0.051919,0.065463,0.065463,0.056433,0.058691,0.054176,0.065463,0.07438,0.037975,0.073394,0.065463,0.054176,0.072235,0.069977,0.056433,0.072235,0.051919,0.06772,0.072235,0.049661,0.060948,0.06772,0.060948,0.058691,0.049661,0.063205,0.069977,0.063205,0.060948,0.052273,0.056206,0.058691,0.04878,0.058691,0.058691,0.056433,0.054176,0.072235,0.060948,0.054176,0.051919,0.056433,0.072235,0.051919,0.065463,0.065789,0.054176,0.063205,0.069977,0.051919,0.094808,0.0,0.063205,0.106095,0.072235,0.063205,0.063205,0.06772,0.051919,0.063205,0.058691,0.063205,0.047404,0.058691,0.063205,0.072235,0.054176,0.065463,0.056433,0.054176,0.069977,0.051919,0.063205,0.051919,0.058691,0.079007,0.063205,0.056433,0.056604,0.058691,0.065463,0.065463,0.06772,0.065463,0.058691,0.060948,0.058691,0.045147,0.056433,0.045147,0.063205,0.076749,0.065463,0.058691,0.045147,0.056433,0.06772,0.060948,0.060948,0.060948,0.072235,0.065463,0.046053,0.056433,0.056433,0.046784,0.063452,0.049661,0.045147,0.062338,0.076142,0.051919,0.058691,0.069977,0.06772,0.063205,0.058691,0.049661,0.047404,0.072235,0.072235,0.047404,0.060948,0.069977,0.074492,0.060948,0.058691,0.060948,0.058691,0.054176,0.058691,0.065463,0.06772,0.060948,0.056433,0.069977,0.069977,0.06772,0.058691
UPI0004B0865D,0.0,0.051919,0.049661,0.045147,0.045147,0.052758,0.049661,0.045147,0.041667,0.056433,0.056433,0.051919,0.049661,0.051919,0.047404,0.066929,0.058691,0.051919,0.049661,0.165138,0.063205,0.054176,0.051919,0.060948,0.056433,0.051919,0.066059,0.0,0.063205,0.047404,0.063205,0.056433,0.065463,0.058691,0.063205,0.056433,0.051919,0.060948,0.05492,0.060948,0.072235,0.051919,0.047404,0.056433,0.042889,0.054176,0.049661,0.049661,0.038375,0.058691,0.049661,0.165138,0.061224,0.047404,0.054176,0.030303,0.049661,0.049661,0.051919,0.047404,0.060948,0.042889,0.058691,0.054176,0.047404,0.057851,0.012658,0.055046,0.058691,0.054176,0.049661,0.054176,0.056433,0.058691,0.049661,0.06772,0.065463,0.051919,0.056433,0.060948,0.022573,0.056433,0.047404,0.060948,0.060948,0.045147,0.047404,0.05,0.067916,0.045147,0.03252,0.056433,0.058691,0.047404,0.054176,0.065463,0.056433,0.042889,0.060948,0.042889,0.056433,0.03386,0.047404,0.059211,0.040632,0.045147,0.060948,0.036117,0.076749,0.063205,0.0,0.092551,0.06772,0.051919,0.047404,0.054176,0.051919,0.049661,0.051919,0.054176,0.049661,0.047404,0.009029,0.054176,0.054176,0.060948,0.054176,0.049661,0.054176,0.036117,0.051919,0.045147,0.049661,0.06772,0.051919,0.054176,0.018868,0.054176,0.063205,0.054176,0.060948,0.047404,0.049661,0.047404,0.056433,0.042889,0.040632,0.042889,0.049661,0.054176,0.051919,0.042889,0.045147,0.042889,0.060948,0.054176,0.047404,0.047404,0.063205,0.058691,0.039474,0.054176,0.051919,0.040936,0.060914,0.013544,0.040632,0.038961,0.068528,0.049661,0.049661,0.056433,0.056433,0.06772,0.054176,0.036117,0.042889,0.054176,0.060948,0.045147,0.051919,0.054176,0.051919,0.056433,0.054176,0.054176,0.047404,0.049661,0.058691,0.056433,0.051919,0.047404,0.051919,0.051919,0.060948,0.063205,0.054176
UPI0004BC0553,0.110672,0.085779,0.088036,0.088036,0.088036,0.055156,0.081264,0.088036,0.041667,0.088036,0.088036,0.085779,0.079007,0.090293,0.085779,0.11811,0.097065,0.094808,0.090293,0.0,0.090293,0.090293,0.085779,0.092551,0.083521,0.081264,0.102506,0.030303,0.099323,0.081264,0.094808,0.094808,0.099323,0.090293,0.090293,0.090293,0.090293,0.097065,0.086957,0.090293,0.110609,0.088036,0.079007,0.081264,0.076749,0.085779,0.079007,0.081264,0.074492,0.094808,0.094808,0.0,0.061224,0.083521,0.085779,0.181818,0.079007,0.079007,0.085779,0.083521,0.090293,0.081264,0.092551,0.088036,0.085779,0.104683,0.037975,0.123853,0.094808,0.094808,0.088036,0.097065,0.094808,0.099323,0.083521,0.097065,0.108352,0.090293,0.088036,0.092551,0.094808,0.094808,0.085779,0.097065,0.092551,0.076749,0.085779,0.081818,0.086651,0.081264,0.03252,0.088036,0.092551,0.083521,0.088036,0.092551,0.097065,0.076749,0.092551,0.081264,0.092551,0.076749,0.081264,0.151316,0.083521,0.079007,0.092551,0.079007,0.042889,0.106095,0.092551,0.0,0.099323,0.081264,0.076749,0.081264,0.085779,0.092551,0.083521,0.083521,0.081264,0.088036,0.092551,0.088036,0.088036,0.092551,0.088036,0.088036,0.083521,0.074492,0.090293,0.081264,0.081264,0.103837,0.090293,0.092551,0.037736,0.090293,0.103837,0.083521,0.099323,0.081264,0.081264,0.083521,0.079007,0.076749,0.081264,0.076749,0.079007,0.099323,0.083521,0.076749,0.076749,0.085779,0.090293,0.088036,0.092551,0.081264,0.094808,0.088036,0.032895,0.085779,0.076749,0.05848,0.096447,0.090293,0.083521,0.090909,0.098985,0.088036,0.092551,0.094808,0.092551,0.108352,0.083521,0.079007,0.074492,0.090293,0.090293,0.085779,0.094808,0.094808,0.097065,0.085779,0.090293,0.092551,0.083521,0.083521,0.090293,0.081264,0.092551,0.083521,0.083521,0.092551,0.092551,0.094808,0.094808
UPI000598E60A,0.083004,0.060948,0.063205,0.056433,0.058691,0.064748,0.060948,0.060948,0.0625,0.06772,0.06772,0.06772,0.045147,0.060948,0.058691,0.074803,0.051919,0.06772,0.058691,0.220183,0.074492,0.058691,0.060948,0.054176,0.063205,0.051919,0.077449,0.030303,0.065463,0.060948,0.060948,0.069977,0.056433,0.058691,0.06772,0.056433,0.060948,0.058691,0.064073,0.063205,0.072235,0.054176,0.054176,0.049661,0.054176,0.047404,0.060948,0.051919,0.045147,0.06772,0.060948,0.220183,0.040816,0.054176,0.056433,0.080808,0.060948,0.060948,0.051919,0.058691,0.063205,0.042889,0.060948,0.051919,0.06772,0.071625,0.037975,0.073394,0.06772,0.060948,0.060948,0.069977,0.038375,0.065463,0.047404,0.060948,0.065463,0.056433,0.049661,0.058691,0.069977,0.072235,0.060948,0.054176,0.06772,0.047404,0.060948,0.052273,0.070258,0.056433,0.04878,0.063205,0.060948,0.054176,0.051919,0.065463,0.056433,0.058691,0.056433,0.042889,0.072235,0.045147,0.063205,0.072368,0.047404,0.056433,0.06772,0.054176,0.088036,0.072235,0.06772,0.099323,0.0,0.063205,0.058691,0.063205,0.060948,0.065463,0.065463,0.065463,0.047404,0.040632,0.063205,0.065463,0.049661,0.054176,0.065463,0.047404,0.065463,0.047404,0.063205,0.051919,0.047404,0.069977,0.063205,0.056433,0.018868,0.042889,0.072235,0.06772,0.06772,0.058691,0.051919,0.049661,0.060948,0.042889,0.045147,0.051919,0.060948,0.06772,0.058691,0.063205,0.047404,0.054176,0.045147,0.049661,0.058691,0.038375,0.063205,0.060948,0.026316,0.060948,0.045147,0.040936,0.043147,0.063205,0.054176,0.046753,0.058376,0.056433,0.060948,0.065463,0.045147,0.063205,0.045147,0.047404,0.049661,0.058691,0.063205,0.051919,0.063205,0.060948,0.06772,0.051919,0.058691,0.049661,0.045147,0.054176,0.056433,0.065463,0.054176,0.049661,0.054176,0.056433,0.06772,0.056433,0.058691
UPI0006401380,0.059289,0.047404,0.047404,0.042889,0.054176,0.045564,0.045147,0.051919,0.020833,0.049661,0.049661,0.049661,0.047404,0.042889,0.045147,0.062992,0.056433,0.051919,0.040632,0.165138,0.063205,0.056433,0.049661,0.063205,0.051919,0.036117,0.066059,0.030303,0.060948,0.047404,0.058691,0.054176,0.063205,0.031603,0.036117,0.058691,0.042889,0.063205,0.045767,0.054176,0.069977,0.049661,0.047404,0.045147,0.040632,0.047404,0.002257,0.042889,0.040632,0.063205,0.056433,0.165138,0.020408,0.049661,0.042889,0.040404,0.002257,0.006772,0.049661,0.049661,0.051919,0.040632,0.047404,0.040632,0.018059,0.055096,0.025316,0.06422,0.063205,0.060948,0.051919,0.054176,0.045147,0.058691,0.047404,0.049661,0.065463,0.045147,0.045147,0.054176,0.056433,0.060948,0.045147,0.056433,0.056433,0.040632,0.049661,0.043182,0.063232,0.040632,0.04065,0.051919,0.047404,0.049661,0.040632,0.051919,0.056433,0.018059,0.060948,0.040632,0.058691,0.036117,0.013544,0.072368,0.038375,0.006772,0.056433,0.045147,0.074492,0.063205,0.051919,0.081264,0.063205,0.0,0.004515,0.031603,0.051919,0.049661,0.03386,0.051919,0.047404,0.047404,0.047404,0.056433,0.051919,0.058691,0.024831,0.045147,0.011287,0.042889,0.051919,0.047404,0.047404,0.06772,0.051919,0.042889,0.018868,0.051919,0.065463,0.054176,0.065463,0.009029,0.049661,0.051919,0.051919,0.040632,0.040632,0.036117,0.006772,0.058691,0.042889,0.009029,0.038375,0.040632,0.058691,0.047404,0.045147,0.045147,0.058691,0.040632,0.032895,0.045147,0.038375,0.046784,0.055838,0.051919,0.038375,0.046753,0.060914,0.051919,0.051919,0.056433,0.054176,0.063205,0.049661,0.03386,0.036117,0.056433,0.054176,0.047404,0.054176,0.031603,0.054176,0.054176,0.051919,0.051919,0.047404,0.049661,0.054176,0.056433,0.051919,0.042889,0.045147,0.049661,0.056433,0.058691,0.051919
