,tr|A0A023W606|A0A023W606_9CAUD,tr|A0A0A1EKS1|A0A0A1EKS1_9CAUD,tr|A0A0A7RVG1|A0A0A7RVG1_9CAUD,tr|A0A0M5M388|A0A0M5M388_9CAUD,tr|A0A0N9SIG5|A0A0N9SIG5_9CAUD,tr|A0A0S2MUZ8|A0A0S2MUZ8_9CAUD,tr|A0A142K5L8|A0A142K5L8_9CAUD,tr|A0A143FQ67|A0A143FQ67_9CAUD,tr|A0A143FQM8|A0A143FQM8_9CAUD,tr|A0A1B1SE92|A0A1B1SE92_9CAUD,tr|A0A1C9LXG1|A0A1C9LXG1_9CAUD,tr|A0A1D8EWJ6|A0A1D8EWJ6_9CAUD,tr|A0A1D8EYW6|A0A1D8EYW6_9CAUD,tr|A0A1D8EZZ3|A0A1D8EZZ3_9CAUD,tr|A0A1J0GQQ4|A0A1J0GQQ4_9CAUD,tr|A0A1J0GQV8|A0A1J0GQV8_9CAUD,tr|A0A1J0GS01|A0A1J0GS01_9CAUD,tr|A0A1J0MAD7|A0A1J0MAD7_9CAUD,tr|A0A1J0MAW7|A0A1J0MAW7_9CAUD,tr|A0A1J0MAW8|A0A1J0MAW8_9CAUD,tr|A0A1J0MB55|A0A1J0MB55_9CAUD,tr|A0A1J0MBE3|A0A1J0MBE3_9CAUD,tr|A0A1J0MJ35|A0A1J0MJ35_9CAUD,tr|A0A1L5C0B1|A0A1L5C0B1_9CAUD,tr|A0A1L5C0J6|A0A1L5C0J6_9CAUD,tr|A0A1L5C0S5|A0A1L5C0S5_9CAUD,tr|A0A1L5C0Z7|A0A1L5C0Z7_9CAUD,tr|A0A1L5C1A2|A0A1L5C1A2_9CAUD,tr|A0A1L5C1L8|A0A1L5C1L8_9CAUD,tr|A0A1L5C1U1|A0A1L5C1U1_9CAUD,tr|A0A1L5C217|A0A1L5C217_9CAUD,tr|A0A1S5VYG7|A0A1S5VYG7_9CAUD,tr|A0A1U9WRG8|A0A1U9WRG8_9CAUD,tr|A0A2D1G7T4|A0A2D1G7T4_9CAUD,tr|A0A2D1GC56|A0A2D1GC56_9CAUD,tr|A0A2H4PEV7|A0A2H4PEV7_9CAUD,tr|A0A2P1CJ72|A0A2P1CJ72_9CAUD,tr|A0A2P1CJW1|A0A2P1CJW1_9CAUD,tr|A0A2P1JZE5|A0A2P1JZE5_9CAUD,tr|A0A2P1N543|A0A2P1N543_9CAUD,tr|A0A2R4AMU3|A0A2R4AMU3_9CAUD,tr|A0A2S1PC93|A0A2S1PC93_9CAUD,tr|A0A2U8UGZ5|A0A2U8UGZ5_9CAUD,tr|A0A2U8UPP8|A0A2U8UPP8_9CAUD,tr|A0A2U8UR12|A0A2U8UR12_9CAUD,tr|A0A345BMS2|A0A345BMS2_9CAUD,tr|A0A345BN08|A0A345BN08_9CAUD,tr|A0A345KQW6|A0A345KQW6_9CAUD,tr|A0A345KRE7|A0A345KRE7_9CAUD,tr|A0A345KVB5|A0A345KVB5_9CAUD,tr|A0A345L2S8|A0A345L2S8_9CAUD,tr|A0A385D347|A0A385D347_9CAUD,tr|A0A385DWX2|A0A385DWX2_9CAUD,tr|A0A385UGX2|A0A385UGX2_9CAUD,tr|A0A386KQE3|A0A386KQE3_9CAUD,tr|A0A3S9UNI7|A0A3S9UNI7_9CAUD,tr|A0A411BPK6|A0A411BPK6_9CAUD,tr|A0A411BQK0|A0A411BQK0_9CAUD,tr|A0A411BZJ5|A0A411BZJ5_9CAUD,tr|A0A411C0G6|A0A411C0G6_9CAUD,tr|A0A411C9P4|A0A411C9P4_9CAUD,tr|A0A411CI36|A0A411CI36_9CAUD,tr|A0A482J3V0|A0A482J3V0_9CAUD,tr|A0A482J5G6|A0A482J5G6_9CAUD,tr|A0A482J7F3|A0A482J7F3_9CAUD,tr|A0A482JCB3|A0A482JCB3_9CAUD,tr|A0A482JDY0|A0A482JDY0_9CAUD,tr|A0A482JEF8|A0A482JEF8_9CAUD,tr|A0A482JKN7|A0A482JKN7_9CAUD,tr|A0A4Y6EEC5|A0A4Y6EEC5_9CAUD,tr|A0A4Y6ELF2|A0A4Y6ELF2_9CAUD,tr|A0A6B9J0Z5|A0A6B9J0Z5_9CAUD,tr|A0A6B9LG48|A0A6B9LG48_9CAUD,tr|A0A6G9LAD2|A0A6G9LAD2_9CAUD,tr|A0A6N0A422|A0A6N0A422_9CAUD,tr|A0A6N0A5Q3|A0A6N0A5Q3_9CAUD,tr|A0A7D5BFV5|A0A7D5BFV5_9CAUD,tr|A0A7G3VC16|A0A7G3VC16_9CAUD,tr|A0A7G8LLN6|A0A7G8LLN6_9CAUD,tr|A0A7L7SPQ9|A0A7L7SPQ9_9CAUD,tr|A0A7M1CMJ3|A0A7M1CMJ3_9CAUD,tr|A0A7M1CP44|A0A7M1CP44_9CAUD,tr|A0A7M1CPW7|A0A7M1CPW7_9CAUD,tr|A0A7T0M249|A0A7T0M249_9CAUD,tr|A0A8F2DCR8|A0A8F2DCR8_9CAUD,tr|A0A8F5MKY7|A0A8F5MKY7_9CAUD,tr|A0A8F5PHB2|A0A8F5PHB2_9CAUD,tr|A0A8G0VNF6|A0A8G0VNF6_9CAUD,tr|C9DC09|C9DC09_9CAUD,tr|E0YQA0|E0YQA0_9CAUD,tr|F6MDQ3|F6MDQ3_9CAUD,tr|G1FN64|G1FN64_9CAUD,tr|G1JZW0|G1JZW0_9CAUD,tr|G8IAX3|G8IAX3_9CAUD,tr|I3WUG1|I3WUG1_9CAUD,tr|I3WWG8|I3WWG8_9CAUD,tr|K0G831|K0G831_9CAUD,tr|K0GFP7|K0GFP7_9CAUD,tr|R4JN39|R4JN39_9CAUD,tr|S5Y6D1|S5Y6D1_9CAUD,tr|W0LID4|W0LID4_9CAUD,tr|W0LJH7|W0LJH7_9CAUD,tr|W0LM49|W0LM49_9CAUD,tr|W0LNC4|W0LNC4_9CAUD
tr|A0A1L5C217|A0A1L5C217_9CAUD,0.002309,0.003464,0.001221,0.001155,0.003464,0.038106,0.006928,0.005774,0.012702,0.007326,0.005774,0.0,0.025404,0.010393,0.005774,0.004619,0.006928,0.005774,0.027714,0.003464,0.004619,0.0,0.01353,0.027714,0.036952,0.003464,0.0,0.002309,0.0,0.036952,0.0,0.039072,0.006105,0.033487,0.027714,0.005774,0.0,0.0,0.012702,0.009768,0.010393,0.0,0.005774,0.003663,0.002309,0.0,0.0,0.001221,0.003663,0.0,0.005774,0.010393,0.033487,0.005774,0.002309,0.005774,0.003464,0.003464,0.005774,0.002309,0.011547,0.008083,0.034642,0.040416,0.002309,0.035797,0.027714,0.028868,0.0,0.002309,0.033487,0.006928,0.020757,0.012702,0.005774,0.005774,0.004619,0.002309,0.002309,0.002309,0.001155,0.005774,0.005774,0.033487,0.005774,0.034642,0.039072,0.027714,0.009238,0.010989,0.035797,0.027714,0.012702,0.035409,0.002442,0.003663,0.042735,0.006928,0.008083,0.010393,0.005774,0.003663,0.011547,0.03663
tr|A0A1S5VYG7|A0A1S5VYG7_9CAUD,0.041514,0.040293,0.039072,0.040293,0.041514,0.006105,0.040293,0.041514,0.037851,0.040293,0.042735,0.039072,0.037851,0.037851,0.042735,0.03663,0.039072,0.041514,0.020757,0.041514,0.041514,0.039072,0.03813,0.020757,0.004884,0.040293,0.039072,0.039072,0.039072,0.004884,0.039072,0.0,0.042735,0.046398,0.020757,0.042735,0.039072,0.039072,0.037851,0.03663,0.037851,0.039072,0.042735,0.040293,0.039072,0.039072,0.039072,0.040293,0.040293,0.039072,0.042735,0.037851,0.046398,0.042735,0.039072,0.042735,0.040293,0.040293,0.042735,0.040293,0.03663,0.039072,0.002442,0.003663,0.041514,0.003663,0.020757,0.021978,0.039072,0.039072,0.046398,0.041514,0.041514,0.037851,0.041514,0.042735,0.041514,0.041514,0.041514,0.041514,0.040293,0.042735,0.042735,0.046398,0.042735,0.002442,0.0,0.023199,0.037851,0.037851,0.001221,0.020757,0.037851,0.046398,0.039072,0.041514,0.003663,0.043956,0.037851,0.037851,0.042735,0.041514,0.03663,0.047619
tr|A0A1U9WRG8|A0A1U9WRG8_9CAUD,0.006105,0.007326,0.007326,0.004884,0.002442,0.043956,0.010989,0.004884,0.015873,0.010989,0.0,0.006105,0.02442,0.013431,0.0,0.007326,0.01221,0.004884,0.031746,0.002442,0.008547,0.006105,0.0123,0.031746,0.042735,0.007326,0.006105,0.006105,0.006105,0.042735,0.006105,0.042735,0.0,0.035409,0.031746,0.0,0.006105,0.006105,0.01221,0.014652,0.013431,0.006105,0.0,0.007326,0.006105,0.006105,0.006105,0.004884,0.009768,0.006105,0.0,0.013431,0.035409,0.0,0.008547,0.0,0.007326,0.007326,0.0,0.003663,0.010989,0.007326,0.040293,0.046398,0.008547,0.041514,0.031746,0.032967,0.006105,0.008547,0.035409,0.003663,0.021978,0.01221,0.004884,0.0,0.008547,0.006105,0.006105,0.006105,0.004884,0.0,0.0,0.035409,0.0,0.040293,0.042735,0.029304,0.014652,0.013431,0.041514,0.031746,0.01221,0.035409,0.008547,0.002442,0.046398,0.001221,0.01221,0.013431,0.0,0.002442,0.010989,0.03663
tr|A0A2D1G7T4|A0A2D1G7T4_9CAUD,0.035797,0.034642,0.03663,0.034642,0.032333,0.045035,0.036952,0.035797,0.04157,0.039072,0.033487,0.033487,0.039261,0.039261,0.033487,0.031178,0.039261,0.032333,0.046189,0.032333,0.035797,0.033487,0.02706,0.046189,0.046189,0.034642,0.033487,0.033487,0.033487,0.046189,0.033487,0.046398,0.035409,0.0,0.046189,0.033487,0.033487,0.033487,0.025404,0.040293,0.039261,0.035409,0.033487,0.03663,0.033487,0.035409,0.035409,0.03663,0.03663,0.033487,0.033487,0.039261,0.0,0.033487,0.033487,0.033487,0.034642,0.034642,0.033487,0.033487,0.026559,0.030023,0.046189,0.042725,0.035797,0.045035,0.046189,0.047344,0.033487,0.033487,0.0,0.030023,0.034188,0.025404,0.035797,0.033487,0.035797,0.035797,0.035797,0.035797,0.034642,0.033487,0.033487,0.0,0.033487,0.046189,0.046398,0.046189,0.038106,0.041514,0.045035,0.046189,0.025404,0.001221,0.035409,0.034188,0.045177,0.034642,0.038106,0.039261,0.033487,0.034188,0.024249,0.001221
tr|A0A2D1GC56|A0A2D1GC56_9CAUD,0.030023,0.028868,0.029304,0.028868,0.030023,0.020785,0.030023,0.028868,0.027714,0.031746,0.030023,0.027714,0.033487,0.027714,0.030023,0.028868,0.027714,0.030023,0.0,0.030023,0.030023,0.027714,0.02952,0.0,0.01963,0.028868,0.027714,0.027714,0.027714,0.01963,0.027714,0.020757,0.031746,0.046189,0.0,0.030023,0.027714,0.027714,0.027714,0.028083,0.027714,0.029304,0.030023,0.030525,0.027714,0.029304,0.029304,0.030525,0.030525,0.027714,0.030023,0.027714,0.046189,0.030023,0.027714,0.030023,0.028868,0.028868,0.030023,0.028868,0.026559,0.030023,0.017321,0.023095,0.030023,0.018476,0.0,0.001155,0.027714,0.027714,0.046189,0.031178,0.042735,0.027714,0.028868,0.030023,0.030023,0.030023,0.030023,0.030023,0.028868,0.030023,0.030023,0.046189,0.030023,0.017321,0.020757,0.002309,0.027714,0.029304,0.018476,0.0,0.027714,0.04884,0.029304,0.031746,0.02442,0.031178,0.027714,0.027714,0.030023,0.031746,0.026559,0.050061
tr|A0A2H4PEV7|A0A2H4PEV7_9CAUD,0.005774,0.006928,0.007326,0.004619,0.002309,0.04157,0.010393,0.004619,0.015012,0.010989,0.0,0.005774,0.023095,0.012702,0.0,0.006928,0.011547,0.004619,0.030023,0.002309,0.008083,0.005774,0.0123,0.030023,0.040416,0.006928,0.005774,0.005774,0.005774,0.040416,0.005774,0.042735,0.0,0.033487,0.030023,0.0,0.005774,0.005774,0.011547,0.014652,0.012702,0.006105,0.0,0.007326,0.005774,0.006105,0.006105,0.004884,0.009768,0.005774,0.0,0.012702,0.033487,0.0,0.008083,0.0,0.006928,0.006928,0.0,0.003464,0.010393,0.006928,0.038106,0.04388,0.008083,0.039261,0.030023,0.031178,0.005774,0.008083,0.033487,0.003464,0.021978,0.011547,0.004619,0.0,0.008083,0.005774,0.005774,0.005774,0.004619,0.0,0.0,0.033487,0.0,0.038106,0.042735,0.027714,0.013857,0.013431,0.039261,0.030023,0.011547,0.035409,0.008547,0.002442,0.046398,0.001155,0.011547,0.012702,0.0,0.002442,0.010393,0.03663
tr|A0A2P1CJ72|A0A2P1CJ72_9CAUD,0.002309,0.003464,0.001221,0.001155,0.003464,0.038106,0.006928,0.005774,0.012702,0.007326,0.005774,0.0,0.025404,0.010393,0.005774,0.004619,0.006928,0.005774,0.027714,0.003464,0.004619,0.0,0.01353,0.027714,0.036952,0.003464,0.0,0.002309,0.0,0.036952,0.0,0.039072,0.006105,0.033487,0.027714,0.005774,0.0,0.0,0.012702,0.009768,0.010393,0.0,0.005774,0.003663,0.002309,0.0,0.0,0.001221,0.003663,0.0,0.005774,0.010393,0.033487,0.005774,0.002309,0.005774,0.003464,0.003464,0.005774,0.002309,0.011547,0.008083,0.034642,0.040416,0.002309,0.035797,0.027714,0.028868,0.0,0.002309,0.033487,0.006928,0.020757,0.012702,0.005774,0.005774,0.004619,0.002309,0.002309,0.002309,0.001155,0.005774,0.005774,0.033487,0.005774,0.034642,0.039072,0.027714,0.009238,0.010989,0.035797,0.027714,0.012702,0.035409,0.002442,0.003663,0.042735,0.006928,0.008083,0.010393,0.005774,0.003663,0.011547,0.03663
tr|A0A2P1CJW1|A0A2P1CJW1_9CAUD,0.002309,0.003464,0.001221,0.001155,0.003464,0.038106,0.006928,0.005774,0.012702,0.007326,0.005774,0.0,0.025404,0.010393,0.005774,0.004619,0.006928,0.005774,0.027714,0.003464,0.004619,0.0,0.01353,0.027714,0.036952,0.003464,0.0,0.002309,0.0,0.036952,0.0,0.039072,0.006105,0.033487,0.027714,0.005774,0.0,0.0,0.012702,0.009768,0.010393,0.0,0.005774,0.003663,0.002309,0.0,0.0,0.001221,0.003663,0.0,0.005774,0.010393,0.033487,0.005774,0.002309,0.005774,0.003464,0.003464,0.005774,0.002309,0.011547,0.008083,0.034642,0.040416,0.002309,0.035797,0.027714,0.028868,0.0,0.002309,0.033487,0.006928,0.020757,0.012702,0.005774,0.005774,0.004619,0.002309,0.002309,0.002309,0.001155,0.005774,0.005774,0.033487,0.005774,0.034642,0.039072,0.027714,0.009238,0.010989,0.035797,0.027714,0.012702,0.035409,0.002442,0.003663,0.042735,0.006928,0.008083,0.010393,0.005774,0.003663,0.011547,0.03663
tr|A0A2P1JZE5|A0A2P1JZE5_9CAUD,0.012702,0.011547,0.014652,0.011547,0.009238,0.036952,0.015012,0.013857,0.01963,0.015873,0.011547,0.012702,0.020785,0.017321,0.011547,0.015012,0.018476,0.009238,0.027714,0.009238,0.012702,0.012702,0.00246,0.027714,0.035797,0.011547,0.012702,0.010393,0.012702,0.035797,0.012702,0.037851,0.01221,0.025404,0.027714,0.011547,0.012702,0.012702,0.0,0.019536,0.017321,0.013431,0.011547,0.01221,0.010393,0.013431,0.013431,0.01221,0.014652,0.012702,0.011547,0.017321,0.025404,0.011547,0.012702,0.011547,0.011547,0.011547,0.011547,0.010393,0.003464,0.006928,0.033487,0.039261,0.015012,0.034642,0.027714,0.028868,0.012702,0.012702,0.025404,0.008083,0.021978,0.002309,0.013857,0.011547,0.012702,0.012702,0.012702,0.012702,0.011547,0.011547,0.011547,0.025404,0.011547,0.033487,0.037851,0.025404,0.018476,0.018315,0.034642,0.027714,0.002309,0.026862,0.013431,0.009768,0.041514,0.012702,0.016166,0.017321,0.011547,0.009768,0.001155,0.028083
tr|A0A2P1N543|A0A2P1N543_9CAUD,0.01221,0.010989,0.009768,0.010989,0.01221,0.037851,0.007326,0.013431,0.003663,0.007326,0.014652,0.009768,0.034188,0.001221,0.014652,0.014652,0.009768,0.01221,0.028083,0.01221,0.01221,0.009768,0.01968,0.028083,0.03663,0.010989,0.009768,0.009768,0.009768,0.03663,0.009768,0.03663,0.014652,0.040293,0.028083,0.014652,0.009768,0.009768,0.019536,0.0,0.001221,0.009768,0.014652,0.010989,0.009768,0.009768,0.009768,0.010989,0.010989,0.009768,0.014652,0.001221,0.040293,0.014652,0.009768,0.014652,0.010989,0.010989,0.014652,0.010989,0.018315,0.014652,0.034188,0.040293,0.01221,0.035409,0.028083,0.029304,0.009768,0.009768,0.040293,0.015873,0.025641,0.019536,0.013431,0.014652,0.01221,0.01221,0.01221,0.01221,0.010989,0.014652,0.014652,0.040293,0.014652,0.034188,0.03663,0.028083,0.002442,0.001221,0.035409,0.028083,0.019536,0.040293,0.009768,0.01221,0.040293,0.015873,0.006105,0.001221,0.014652,0.01221,0.018315,0.041514
tr|A0A2R4AMU3|A0A2R4AMU3_9CAUD,0.010393,0.009238,0.010989,0.009238,0.010393,0.036952,0.005774,0.011547,0.002309,0.006105,0.012702,0.010393,0.031178,0.0,0.012702,0.015012,0.010393,0.010393,0.027714,0.010393,0.010393,0.010393,0.01845,0.027714,0.035797,0.009238,0.010393,0.008083,0.010393,0.035797,0.010393,0.037851,0.013431,0.039261,0.027714,0.012702,0.010393,0.010393,0.017321,0.001221,0.0,0.010989,0.012702,0.009768,0.008083,0.010989,0.010989,0.009768,0.01221,0.010393,0.012702,0.0,0.039261,0.012702,0.010393,0.012702,0.009238,0.009238,0.012702,0.009238,0.016166,0.012702,0.033487,0.039261,0.012702,0.034642,0.027714,0.028868,0.010393,0.010393,0.039261,0.013857,0.026862,0.017321,0.011547,0.012702,0.010393,0.010393,0.010393,0.010393,0.009238,0.012702,0.012702,0.039261,0.012702,0.033487,0.037851,0.025404,0.003464,0.0,0.034642,0.027714,0.017321,0.041514,0.010989,0.010989,0.041514,0.013857,0.004619,0.0,0.012702,0.010989,0.016166,0.042735
tr|A0A2S1PC93|A0A2S1PC93_9CAUD,0.002442,0.003663,0.001221,0.001221,0.003663,0.040293,0.007326,0.006105,0.013431,0.007326,0.006105,0.0,0.026862,0.010989,0.006105,0.004884,0.007326,0.006105,0.029304,0.003663,0.004884,0.0,0.01353,0.029304,0.039072,0.003663,0.0,0.002442,0.0,0.039072,0.0,0.039072,0.006105,0.035409,0.029304,0.006105,0.0,0.0,0.013431,0.009768,0.010989,0.0,0.006105,0.003663,0.002442,0.0,0.0,0.001221,0.003663,0.0,0.006105,0.010989,0.035409,0.006105,0.002442,0.006105,0.003663,0.003663,0.006105,0.002442,0.01221,0.008547,0.03663,0.042735,0.002442,0.037851,0.029304,0.030525,0.0,0.002442,0.035409,0.007326,0.020757,0.013431,0.006105,0.006105,0.004884,0.002442,0.002442,0.002442,0.001221,0.006105,0.006105,0.035409,0.006105,0.03663,0.039072,0.029304,0.009768,0.010989,0.037851,0.029304,0.013431,0.035409,0.002442,0.003663,0.042735,0.007326,0.008547,0.010989,0.006105,0.003663,0.01221,0.03663
tr|A0A2U8UGZ5|A0A2U8UGZ5_9CAUD,0.005774,0.006928,0.007326,0.004619,0.002309,0.04157,0.010393,0.004619,0.015012,0.010989,0.0,0.005774,0.023095,0.012702,0.0,0.006928,0.011547,0.004619,0.030023,0.002309,0.008083,0.005774,0.0123,0.030023,0.040416,0.006928,0.005774,0.005774,0.005774,0.040416,0.005774,0.042735,0.0,0.033487,0.030023,0.0,0.005774,0.005774,0.011547,0.014652,0.012702,0.006105,0.0,0.007326,0.005774,0.006105,0.006105,0.004884,0.009768,0.005774,0.0,0.012702,0.033487,0.0,0.008083,0.0,0.006928,0.006928,0.0,0.003464,0.010393,0.006928,0.038106,0.04388,0.008083,0.039261,0.030023,0.031178,0.005774,0.008083,0.033487,0.003464,0.021978,0.011547,0.004619,0.0,0.008083,0.005774,0.005774,0.005774,0.004619,0.0,0.0,0.033487,0.0,0.038106,0.042735,0.027714,0.013857,0.013431,0.039261,0.030023,0.011547,0.035409,0.008547,0.002442,0.046398,0.001155,0.011547,0.012702,0.0,0.002442,0.010393,0.03663
tr|A0A2U8UPP8|A0A2U8UPP8_9CAUD,0.001221,0.0,0.004884,0.002442,0.004884,0.041514,0.003663,0.002442,0.01221,0.003663,0.007326,0.003663,0.028083,0.009768,0.007326,0.008547,0.010989,0.004884,0.030525,0.004884,0.001221,0.003663,0.0123,0.030525,0.040293,0.0,0.003663,0.001221,0.003663,0.040293,0.003663,0.040293,0.007326,0.03663,0.030525,0.007326,0.003663,0.003663,0.01221,0.010989,0.009768,0.003663,0.007326,0.0,0.001221,0.003663,0.003663,0.002442,0.002442,0.003663,0.007326,0.009768,0.03663,0.007326,0.001221,0.007326,0.0,0.0,0.007326,0.003663,0.010989,0.007326,0.037851,0.043956,0.003663,0.039072,0.030525,0.031746,0.003663,0.001221,0.03663,0.008547,0.021978,0.01221,0.002442,0.007326,0.001221,0.001221,0.001221,0.001221,0.002442,0.007326,0.007326,0.03663,0.007326,0.037851,0.040293,0.028083,0.010989,0.009768,0.039072,0.030525,0.01221,0.03663,0.001221,0.004884,0.043956,0.008547,0.007326,0.009768,0.007326,0.004884,0.010989,0.037851
tr|A0A2U8UR12|A0A2U8UR12_9CAUD,0.002309,0.001155,0.003663,0.001155,0.003464,0.038106,0.004619,0.003464,0.010393,0.004884,0.005774,0.002309,0.025404,0.008083,0.005774,0.006928,0.009238,0.003464,0.027714,0.003464,0.002309,0.002309,0.01107,0.027714,0.036952,0.001155,0.002309,0.0,0.002309,0.036952,0.002309,0.039072,0.006105,0.033487,0.027714,0.005774,0.002309,0.002309,0.010393,0.009768,0.008083,0.002442,0.005774,0.001221,0.0,0.002442,0.002442,0.001221,0.003663,0.002309,0.005774,0.008083,0.033487,0.005774,0.002309,0.005774,0.001155,0.001155,0.005774,0.002309,0.009238,0.005774,0.034642,0.040416,0.004619,0.035797,0.027714,0.028868,0.002309,0.002309,0.033487,0.006928,0.020757,0.010393,0.003464,0.005774,0.002309,0.002309,0.002309,0.002309,0.001155,0.005774,0.005774,0.033487,0.005774,0.034642,0.039072,0.025404,0.009238,0.008547,0.035797,0.027714,0.010393,0.035409,0.002442,0.003663,0.042735,0.006928,0.005774,0.008083,0.005774,0.003663,0.009238,0.03663
tr|A0A345BMS2|A0A345BMS2_9CAUD,0.002442,0.003663,0.001221,0.001221,0.003663,0.040293,0.007326,0.006105,0.013431,0.007326,0.006105,0.0,0.026862,0.010989,0.006105,0.004884,0.007326,0.006105,0.029304,0.003663,0.004884,0.0,0.01353,0.029304,0.039072,0.003663,0.0,0.002442,0.0,0.039072,0.0,0.039072,0.006105,0.035409,0.029304,0.006105,0.0,0.0,0.013431,0.009768,0.010989,0.0,0.006105,0.003663,0.002442,0.0,0.0,0.001221,0.003663,0.0,0.006105,0.010989,0.035409,0.006105,0.002442,0.006105,0.003663,0.003663,0.006105,0.002442,0.01221,0.008547,0.03663,0.042735,0.002442,0.037851,0.029304,0.030525,0.0,0.002442,0.035409,0.007326,0.020757,0.013431,0.006105,0.006105,0.004884,0.002442,0.002442,0.002442,0.001221,0.006105,0.006105,0.035409,0.006105,0.03663,0.039072,0.029304,0.009768,0.010989,0.037851,0.029304,0.013431,0.035409,0.002442,0.003663,0.042735,0.007326,0.008547,0.010989,0.006105,0.003663,0.01221,0.03663
tr|A0A345BN08|A0A345BN08_9CAUD,0.002442,0.003663,0.001221,0.001221,0.003663,0.040293,0.007326,0.006105,0.013431,0.007326,0.006105,0.0,0.026862,0.010989,0.006105,0.004884,0.007326,0.006105,0.029304,0.003663,0.004884,0.0,0.01353,0.029304,0.039072,0.003663,0.0,0.002442,0.0,0.039072,0.0,0.039072,0.006105,0.035409,0.029304,0.006105,0.0,0.0,0.013431,0.009768,0.010989,0.0,0.006105,0.003663,0.002442,0.0,0.0,0.001221,0.003663,0.0,0.006105,0.010989,0.035409,0.006105,0.002442,0.006105,0.003663,0.003663,0.006105,0.002442,0.01221,0.008547,0.03663,0.042735,0.002442,0.037851,0.029304,0.030525,0.0,0.002442,0.035409,0.007326,0.020757,0.013431,0.006105,0.006105,0.004884,0.002442,0.002442,0.002442,0.001221,0.006105,0.006105,0.035409,0.006105,0.03663,0.039072,0.029304,0.009768,0.010989,0.037851,0.029304,0.013431,0.035409,0.002442,0.003663,0.042735,0.007326,0.008547,0.010989,0.006105,0.003663,0.01221,0.03663
tr|A0A345KQW6|A0A345KQW6_9CAUD,0.001221,0.002442,0.002442,0.0,0.002442,0.041514,0.006105,0.004884,0.01221,0.006105,0.004884,0.001221,0.025641,0.009768,0.004884,0.006105,0.008547,0.004884,0.030525,0.002442,0.003663,0.001221,0.0123,0.030525,0.040293,0.002442,0.001221,0.001221,0.001221,0.040293,0.001221,0.040293,0.004884,0.03663,0.030525,0.004884,0.001221,0.001221,0.01221,0.010989,0.009768,0.001221,0.004884,0.002442,0.001221,0.001221,0.001221,0.0,0.004884,0.001221,0.004884,0.009768,0.03663,0.004884,0.003663,0.004884,0.002442,0.002442,0.004884,0.001221,0.010989,0.007326,0.037851,0.043956,0.003663,0.039072,0.030525,0.031746,0.001221,0.003663,0.03663,0.006105,0.021978,0.01221,0.004884,0.004884,0.003663,0.001221,0.001221,0.001221,0.0,0.004884,0.004884,0.03663,0.004884,0.037851,0.040293,0.028083,0.010989,0.009768,0.039072,0.030525,0.01221,0.03663,0.003663,0.002442,0.043956,0.006105,0.007326,0.009768,0.004884,0.002442,0.010989,0.037851
tr|A0A345KRE7|A0A345KRE7_9CAUD,0.003663,0.002442,0.004884,0.004884,0.007326,0.041514,0.006105,0.004884,0.014652,0.006105,0.009768,0.003663,0.030525,0.01221,0.009768,0.008547,0.008547,0.004884,0.030525,0.007326,0.001221,0.003663,0.01476,0.030525,0.040293,0.002442,0.003663,0.003663,0.003663,0.037851,0.003663,0.040293,0.009768,0.03663,0.030525,0.009768,0.003663,0.003663,0.014652,0.010989,0.01221,0.003663,0.009768,0.002442,0.003663,0.003663,0.003663,0.004884,0.0,0.003663,0.009768,0.01221,0.03663,0.009768,0.001221,0.009768,0.002442,0.002442,0.009768,0.006105,0.013431,0.009768,0.037851,0.043956,0.003663,0.039072,0.030525,0.031746,0.003663,0.001221,0.03663,0.010989,0.021978,0.014652,0.004884,0.009768,0.003663,0.003663,0.003663,0.003663,0.004884,0.009768,0.009768,0.03663,0.009768,0.037851,0.040293,0.030525,0.008547,0.01221,0.039072,0.030525,0.014652,0.03663,0.001221,0.007326,0.043956,0.010989,0.009768,0.01221,0.009768,0.007326,0.013431,0.037851
tr|A0A345KVB5|A0A345KVB5_9CAUD,0.002309,0.003464,0.001221,0.001155,0.003464,0.038106,0.006928,0.005774,0.012702,0.007326,0.005774,0.0,0.025404,0.010393,0.005774,0.004619,0.006928,0.005774,0.027714,0.003464,0.004619,0.0,0.01353,0.027714,0.036952,0.003464,0.0,0.002309,0.0,0.036952,0.0,0.039072,0.006105,0.033487,0.027714,0.005774,0.0,0.0,0.012702,0.009768,0.010393,0.0,0.005774,0.003663,0.002309,0.0,0.0,0.001221,0.003663,0.0,0.005774,0.010393,0.033487,0.005774,0.002309,0.005774,0.003464,0.003464,0.005774,0.002309,0.011547,0.008083,0.034642,0.040416,0.002309,0.035797,0.027714,0.028868,0.0,0.002309,0.033487,0.006928,0.020757,0.012702,0.005774,0.005774,0.004619,0.002309,0.002309,0.002309,0.001155,0.005774,0.005774,0.033487,0.005774,0.034642,0.039072,0.027714,0.009238,0.010989,0.035797,0.027714,0.012702,0.035409,0.002442,0.003663,0.042735,0.006928,0.008083,0.010393,0.005774,0.003663,0.011547,0.03663
