,tr|A0A023L7Z9|A0A023L7Z9_ECOLX,tr|A0A0A1A2Y7|A0A0A1A2Y7_ECOLX,tr|A0A0B1G6C1|A0A0B1G6C1_ECOLX,tr|A0A0H3MEH7|A0A0H3MEH7_ECO7I,tr|A0A0H3PPE1|A0A0H3PPE1_ECO5C,tr|A0A0J2DKP4|A0A0J2DKP4_ECOLX,tr|A0A0K9TCX1|A0A0K9TCX1_ECOLX,tr|A0A0L6Y4F3|A0A0L6Y4F3_ECOLX,tr|A0A0L7AGV7|A0A0L7AGV7_ECOLX,tr|A0A193LNX4|A0A193LNX4_ECOLX,tr|A0A1S9J3L5|A0A1S9J3L5_SHIBO,tr|A0A1V2GF08|A0A1V2GF08_ECOLX,tr|A0A1X3I8M8|A0A1X3I8M8_ECOLX,tr|A0A1X3J4F0|A0A1X3J4F0_ECOLX,tr|A0A1X3LGM8|A0A1X3LGM8_ECOLX,tr|A0A1X3LVD0|A0A1X3LVD0_ECOLX,tr|A0A2W6NQS1|A0A2W6NQS1_ECOLX,tr|A0A2W6Q337|A0A2W6Q337_ECOLX,tr|A0A2X1NE82|A0A2X1NE82_ECOLX,tr|A0A2X1NH21|A0A2X1NH21_ECOLX,tr|A0A376MAM3|A0A376MAM3_ECOLX,tr|A0A3F3P5M1|A0A3F3P5M1_ECOLX,tr|A0A3R0JRB9|A0A3R0JRB9_SHIDY,tr|A0A3S4L6S2|A0A3S4L6S2_ECOLX,tr|A0A4P8C616|A0A4P8C616_ECOLX,tr|A0A4P9DC90|A0A4P9DC90_9ESCH,tr|A0A4Q0WV67|A0A4Q0WV67_ECOLX,tr|A0A4Z0HZ92|A0A4Z0HZ92_9ESCH,tr|A0A564UZT3|A0A564UZT3_ESCFE,tr|A0A5D8SA00|A0A5D8SA00_ECOLX,tr|A0A5F0Q551|A0A5F0Q551_ECOLX,tr|A0A5F1DRP3|A0A5F1DRP3_ECOLX,tr|A0A5F1E2H9|A0A5F1E2H9_9ESCH,tr|A0A5F1EFN7|A0A5F1EFN7_9ESCH,tr|A0A5F1EYA9|A0A5F1EYA9_9ESCH,tr|A0A5F1HLZ3|A0A5F1HLZ3_9ESCH,tr|A0A5F1HSP6|A0A5F1HSP6_9ESCH,tr|A0A5F1I582|A0A5F1I582_9ESCH,tr|A0A659K8H6|A0A659K8H6_9ESCH,tr|A0A659KWA9|A0A659KWA9_9ESCH,tr|A0A659KZE8|A0A659KZE8_9ESCH,tr|A0A659LM08|A0A659LM08_9ESCH,tr|A0A659LV40|A0A659LV40_9ESCH,tr|A0A6C9QB45|A0A6C9QB45_ECOLX,tr|A0A6D0I2S4|A0A6D0I2S4_ECOLX,tr|A0A6I0S3E7|A0A6I0S3E7_BACT4,tr|A0A6M7H2M2|A0A6M7H2M2_ECO57,tr|A0A7A0N2J2|A0A7A0N2J2_ECOLX,tr|A0A7D7HD61|A0A7D7HD61_ECOLX,tr|A0A7U8W6R1|A0A7U8W6R1_ECOLX,tr|A0A7U8X7I7|A0A7U8X7I7_ECOLX,tr|A0A7U9B5M7|A0A7U9B5M7_ECOLX,tr|A0A7U9LI66|A0A7U9LI66_ECOLX,tr|A0A7W4KNI3|A0A7W4KNI3_9ESCH,tr|A0A7Z1D167|A0A7Z1D167_SHISO,tr|A0A7Z8FC37|A0A7Z8FC37_SHISO,tr|A0A827U8Z2|A0A827U8Z2_ECOLX,tr|A0A827X6Z6|A0A827X6Z6_ECOLX,tr|A0A829G4N1|A0A829G4N1_ECOLX,tr|A0A829IX09|A0A829IX09_ECOLX,tr|A0A829L0F2|A0A829L0F2_ECOLX,tr|A0A854BGX6|A0A854BGX6_ECOLX,tr|A0A862ZFI0|A0A862ZFI0_ECOLX,tr|A0A891SJU0|A0A891SJU0_ECOLX,tr|A0A8F9IIN0|A0A8F9IIN0_ECOLX,tr|A0A8H9AVQ2|A0A8H9AVQ2_ECOLX,tr|A0A8H9B1I0|A0A8H9B1I0_ECOLX,tr|B1LLG5|B1LLG5_ECOSM,tr|B7N9X0|B7N9X0_ECOLU,tr|D3GY70|D3GY70_ECO44,tr|D6I6V0|D6I6V0_ECOLX,tr|D6J841|D6J841_ECOLX,tr|D8A858|D8A858_ECOMS,tr|E9XNT7|E9XNT7_ECOLX,tr|F4TBT5|F4TBT5_ECOLX,tr|L4JDC0|L4JDC0_ECOLX,tr|Q8X9A1|Q8X9A1_ECO57,tr|U9XGE1|U9XGE1_ECOLX,tr|U9ZAI2|U9ZAI2_ECOLX,tr|V0SFN1|V0SFN1_ECOLX,tr|V0XRB3|V0XRB3_ECOLX,tr|V0ZQ54|V0ZQ54_ECOLX,tr|W1WZN0|W1WZN0_ECOLX,UPI0002677467,UPI000390D6E8,UPI0003E151F6,UPI00045280F0,UPI0004619765,UPI00050B9519,UPI0005CCFEC8,UPI0005E44CCD,UPI0006682A44,UPI000716D04F,UPI0007515F0F,UPI0007A02A6A,UPI00081E3EBB,UPI000840C207,UPI000853FA50,UPI00098C9CCE,UPI00099164D4,UPI000A25A2A5,UPI000A42954E,UPI000B429BBA,UPI000B42C477,UPI000B514ABF,UPI000B72A873,UPI000B7C763B,UPI000B7CC8B5,UPI000B7D194A,UPI000B7D6614,UPI000BDEF35B,UPI000BE46B47,UPI000BE4D83D,UPI000BE89DB7,UPI000C2A82E1,UPI000CF78AB2,UPI000CF7AEB2,UPI000CFB64E8,UPI000D15C948,UPI000DDB7257,UPI000DDDCD7D,UPI000E1D8DAB,UPI000E2F57BE,UPI000F4BAC07,UPI000FEB7774,UPI0010296AEA,UPI0010374C6E,UPI0010770B17,UPI00107E5D86,UPI00109DA86B,UPI0010AA6528,UPI0010C57251,UPI0010C58F42,UPI001106B9FF,UPI001184405E,UPI00123864A8,UPI00124CB33B,UPI001320AA32,UPI0013277DC1,UPI00136570E7,UPI00136607EB,UPI0013DE61E5,UPI00146FEA09,UPI0014826D7B,UPI0015C4C41C,UPI0015D4B39E,UPI0015D7C058,UPI0015D7EB9A,UPI001649A69D,UPI00182BC2E6,UPI00184DCCB1,UPI00185C6760,UPI0018661D54,UPI00187D448A,UPI0018C638E7,UPI00192A4113,UPI0019B0BF68,UPI0019D15BAA,UPI0019F18BC4,UPI001BE89EF4,UPI001D0CB1BE,UPI001EEEE363,UPI001F287FC8,UPI001F4A8BBA,UPI001F4AF082,UPI001FF6E554
tr|A0A4P8C616|A0A4P8C616_ECOLX,0.0,0.005,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417,0.01,0.01,0.0,0.005,0.0,0.06,0.01,0.05,0.0,0.021053,0.005,0.07,0.055,0.05,0.05,0.055,0.055,0.065,0.05,0.06,0.075,0.05,0.065,0.015,0.005,0.0,0.0,0.005,0.055,0.0,0.0,0.005,0.0,0.01,0.0,0.005,0.005,0.005,0.005,0.0,0.005,0.015306,0.0,0.0,0.0,0.005025,0.025,0.0,0.0,0.005,0.01,0.0,0.0,0.01,0.005,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.005,0.0,0.005,0.005,0.005,0.01,0.005,0.005,0.01,0.0,0.01,0.005,0.005,0.0,0.0,0.01,0.005,0.01,0.0,0.01,0.005,0.01,0.005,0.0,0.01,0.01,0.01,0.005,0.015,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.055,0.06,0.005,0.005,0.005,0.005,0.01,0.01,0.005,0.015,0.005,0.01,0.0,0.0,0.01,0.02,0.005,0.005076,0.005,0.0,0.017442,0.005,0.07,0.0,0.01,0.01,0.005,0.01,0.0,0.005,0.0,0.01,0.01,0.01,0.012195,0.005,0.005405,0.01227,0.0,0.016667,0.005
tr|A0A4P9DC90|A0A4P9DC90_9ESCH,0.06,0.065,0.065,0.06,0.065,0.055,0.06,0.06,0.065,0.065,0.06,0.065,0.06,0.06,0.06,0.06,0.096774,0.067669,0.073171,0.041667,0.06,0.065,0.06,0.065,0.06,0.0,0.07,0.015,0.06,0.078947,0.065,0.03,0.015,0.015,0.015,0.015,0.015,0.025,0.015,0.02,0.025,0.015,0.03,0.075,0.065,0.033333,0.06,0.065,0.005,0.06,0.06,0.055,0.06,0.07,0.06,0.055,0.065,0.065,0.065,0.06,0.055,0.076531,0.06,0.06,0.06,0.065327,0.085,0.06,0.06,0.065,0.07,0.06,0.06,0.07,0.06,0.055,0.06,0.065,0.06,0.06,0.06,0.06,0.06,0.065,0.065,0.065,0.065,0.065,0.053763,0.065,0.065,0.065,0.06,0.065,0.065,0.06,0.061224,0.07,0.065,0.06,0.070423,0.05,0.06,0.065,0.07,0.048,0.065,0.065,0.06,0.065,0.050955,0.065,0.07,0.07,0.06,0.075,0.07,0.065,0.06,0.065,0.065,0.065,0.065,0.065,0.06,0.02,0.02,0.065,0.065,0.065,0.065,0.07,0.06,0.065,0.075,0.065,0.07,0.051724,0.05618,0.065,0.075,0.065,0.06599,0.065,0.083333,0.063953,0.065,0.03,0.044776,0.07,0.06,0.06,0.06,0.060606,0.065,0.047619,0.07,0.06,0.06,0.04878,0.065,0.064865,0.067485,0.06383,0.066667,0.065
tr|A0A4Q0WV67|A0A4Q0WV67_ECOLX,0.01,0.015,0.015,0.01,0.015,0.015,0.01,0.015,0.005,0.015,0.01,0.015,0.01,0.01,0.01,0.01,0.0,0.015038,0.02439,0.010417,0.01,0.02,0.01,0.015,0.01,0.07,0.0,0.06,0.01,0.031579,0.015,0.08,0.065,0.06,0.06,0.065,0.065,0.075,0.06,0.07,0.085,0.06,0.075,0.025,0.015,0.0,0.01,0.015,0.065,0.01,0.01,0.015,0.01,0.0,0.01,0.015,0.015,0.015,0.015,0.01,0.015,0.005102,0.01,0.01,0.01,0.015075,0.015,0.01,0.01,0.015,0.02,0.01,0.01,0.0,0.015,0.015,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.015,0.015,0.015,0.015,0.01,0.0,0.015,0.015,0.015,0.02,0.015,0.015,0.02,0.010204,0.02,0.015,0.015,0.028169,0.0,0.02,0.015,0.01,0.008,0.02,0.015,0.02,0.015,0.006369,0.02,0.02,0.02,0.015,0.015,0.01,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.02,0.065,0.07,0.015,0.015,0.015,0.015,0.02,0.02,0.015,0.025,0.015,0.02,0.0,0.0,0.02,0.03,0.015,0.015228,0.015,0.033333,0.023256,0.015,0.08,0.0,0.02,0.02,0.015,0.02,0.015152,0.015,0.0,0.02,0.02,0.02,0.012195,0.015,0.016216,0.02454,0.014184,0.016667,0.015
tr|A0A4Z0HZ92|A0A4Z0HZ92_9ESCH,0.05,0.055,0.055,0.05,0.055,0.045,0.05,0.05,0.055,0.055,0.05,0.055,0.05,0.05,0.05,0.05,0.096774,0.052632,0.04878,0.041667,0.05,0.055,0.05,0.055,0.05,0.015,0.06,0.0,0.05,0.068421,0.055,0.025,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.015,0.03,0.0,0.015,0.065,0.055,0.033333,0.05,0.055,0.01,0.05,0.05,0.045,0.05,0.06,0.05,0.045,0.055,0.055,0.055,0.05,0.045,0.066327,0.05,0.05,0.05,0.055276,0.075,0.05,0.05,0.055,0.06,0.05,0.05,0.06,0.05,0.045,0.05,0.055,0.05,0.05,0.05,0.05,0.05,0.055,0.055,0.055,0.055,0.055,0.053763,0.055,0.055,0.055,0.05,0.055,0.055,0.05,0.05102,0.06,0.055,0.05,0.042254,0.05,0.05,0.055,0.06,0.04,0.055,0.055,0.05,0.055,0.044586,0.055,0.06,0.06,0.05,0.065,0.06,0.055,0.05,0.055,0.055,0.055,0.055,0.055,0.05,0.005,0.015,0.055,0.055,0.055,0.055,0.06,0.05,0.055,0.065,0.055,0.06,0.051724,0.05618,0.055,0.065,0.055,0.055838,0.055,0.05,0.05814,0.055,0.025,0.044776,0.06,0.05,0.055,0.05,0.045455,0.055,0.047619,0.06,0.05,0.05,0.04878,0.055,0.054054,0.055215,0.049645,0.066667,0.055
tr|A0A564UZT3|A0A564UZT3_ESCFE,0.0,0.005,0.005,0.0,0.005,0.005,0.0,0.005,0.005,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010417,0.01,0.01,0.0,0.005,0.0,0.06,0.01,0.05,0.0,0.021053,0.005,0.07,0.055,0.05,0.05,0.055,0.055,0.065,0.05,0.06,0.075,0.05,0.065,0.015,0.005,0.0,0.0,0.005,0.055,0.0,0.0,0.005,0.0,0.01,0.0,0.005,0.005,0.005,0.005,0.0,0.005,0.015306,0.0,0.0,0.0,0.005025,0.025,0.0,0.0,0.005,0.01,0.0,0.0,0.01,0.005,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005,0.005,0.0,0.005,0.005,0.005,0.01,0.005,0.005,0.01,0.0,0.01,0.005,0.005,0.0,0.0,0.01,0.005,0.01,0.0,0.01,0.005,0.01,0.005,0.0,0.01,0.01,0.01,0.005,0.015,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.055,0.06,0.005,0.005,0.005,0.005,0.01,0.01,0.005,0.015,0.005,0.01,0.0,0.0,0.01,0.02,0.005,0.005076,0.005,0.0,0.017442,0.005,0.07,0.0,0.01,0.01,0.005,0.01,0.0,0.005,0.0,0.01,0.01,0.01,0.012195,0.005,0.005405,0.01227,0.0,0.016667,0.005
tr|A0A5D8SA00|A0A5D8SA00_ECOLX,0.021053,0.015789,0.026316,0.021053,0.026316,0.026316,0.021053,0.021053,0.026316,0.026316,0.021053,0.026316,0.021053,0.021053,0.021053,0.021053,0.354839,0.022556,0.0,0.145833,0.031579,0.026316,0.021053,0.026316,0.021053,0.078947,0.031579,0.068421,0.021053,0.0,0.021053,0.089474,0.073684,0.068421,0.068421,0.073684,0.073684,0.084211,0.068421,0.078947,0.094737,0.068421,0.084211,0.036842,0.026316,0.0,0.021053,0.026316,0.073684,0.021053,0.021053,0.026316,0.021053,0.031579,0.021053,0.026316,0.026316,0.026316,0.026316,0.021053,0.026316,0.031579,0.021053,0.021053,0.021053,0.031579,0.047368,0.021053,0.021053,0.026316,0.031579,0.021053,0.021053,0.031579,0.021053,0.026316,0.021053,0.026316,0.021053,0.021053,0.021053,0.021053,0.021053,0.026316,0.026316,0.026316,0.026316,0.026316,0.129032,0.026316,0.026316,0.026316,0.031579,0.026316,0.026316,0.031579,0.042105,0.031579,0.026316,0.026316,0.0,0.15,0.031579,0.026316,0.031579,0.024,0.026316,0.026316,0.026316,0.026316,0.089172,0.026316,0.031579,0.031579,0.015789,0.036842,0.031579,0.021053,0.026316,0.026316,0.026316,0.026316,0.026316,0.026316,0.031579,0.073684,0.078947,0.026316,0.026316,0.026316,0.026316,0.031579,0.031579,0.021053,0.021053,0.026316,0.031579,0.189655,0.134831,0.026316,0.042105,0.026316,0.042105,0.026316,0.0,0.098837,0.026316,0.089474,0.164179,0.031579,0.031579,0.026316,0.031579,0.022727,0.026316,0.174603,0.031579,0.031579,0.031579,0.04878,0.026316,0.075676,0.030675,0.021277,0.2,0.026316
tr|A0A5F0Q551|A0A5F0Q551_ECOLX,0.005,0.01,0.01,0.005,0.01,0.01,0.005,0.01,0.01,0.01,0.005,0.01,0.005,0.005,0.005,0.005,0.032258,0.0,0.0,0.020833,0.015,0.015,0.005,0.01,0.005,0.065,0.015,0.055,0.005,0.021053,0.0,0.075,0.06,0.055,0.055,0.06,0.06,0.07,0.055,0.065,0.08,0.055,0.07,0.02,0.01,0.0,0.005,0.01,0.06,0.005,0.005,0.01,0.005,0.015,0.005,0.01,0.01,0.01,0.01,0.005,0.01,0.020408,0.005,0.005,0.005,0.01005,0.03,0.005,0.005,0.01,0.015,0.005,0.005,0.015,0.01,0.01,0.005,0.015,0.005,0.005,0.005,0.005,0.005,0.01,0.01,0.01,0.01,0.01,0.010753,0.01,0.01,0.01,0.015,0.01,0.01,0.015,0.005102,0.015,0.01,0.01,0.0,0.0125,0.015,0.01,0.015,0.0,0.015,0.01,0.015,0.01,0.006369,0.015,0.015,0.015,0.01,0.02,0.015,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.015,0.06,0.065,0.01,0.01,0.01,0.01,0.015,0.015,0.01,0.02,0.01,0.015,0.017241,0.011236,0.015,0.025,0.01,0.010152,0.01,0.0,0.023256,0.01,0.075,0.014925,0.015,0.015,0.01,0.015,0.0,0.01,0.015873,0.015,0.015,0.015,0.012195,0.01,0.010811,0.01227,0.0,0.033333,0.01
tr|A0A5F1DRP3|A0A5F1DRP3_ECOLX,0.07,0.075,0.075,0.07,0.075,0.065,0.07,0.07,0.075,0.075,0.07,0.075,0.07,0.07,0.07,0.07,0.16129,0.067669,0.060976,0.072917,0.07,0.075,0.07,0.075,0.07,0.03,0.08,0.025,0.07,0.089474,0.075,0.0,0.02,0.025,0.025,0.02,0.015,0.005,0.025,0.025,0.01,0.025,0.04,0.085,0.075,0.033333,0.07,0.075,0.025,0.07,0.07,0.065,0.07,0.08,0.07,0.065,0.075,0.075,0.075,0.07,0.065,0.086735,0.07,0.07,0.07,0.075377,0.095,0.07,0.07,0.075,0.08,0.07,0.07,0.08,0.07,0.065,0.07,0.075,0.07,0.07,0.07,0.07,0.07,0.075,0.075,0.075,0.075,0.075,0.086022,0.075,0.075,0.075,0.07,0.075,0.075,0.07,0.071429,0.08,0.075,0.07,0.056338,0.0875,0.07,0.075,0.08,0.056,0.075,0.075,0.07,0.075,0.070064,0.075,0.08,0.08,0.07,0.085,0.08,0.075,0.07,0.075,0.075,0.07,0.075,0.075,0.07,0.03,0.01,0.075,0.075,0.075,0.075,0.08,0.07,0.075,0.085,0.075,0.08,0.086207,0.089888,0.075,0.085,0.075,0.076142,0.075,0.066667,0.075581,0.075,0.035,0.074627,0.08,0.07,0.075,0.07,0.060606,0.07,0.079365,0.08,0.07,0.07,0.085366,0.075,0.075676,0.067485,0.06383,0.1,0.075
tr|A0A5F1E2H9|A0A5F1E2H9_9ESCH,0.055,0.06,0.06,0.055,0.06,0.05,0.055,0.055,0.06,0.06,0.055,0.06,0.055,0.055,0.055,0.055,0.096774,0.06015,0.060976,0.041667,0.055,0.06,0.055,0.06,0.055,0.015,0.065,0.01,0.055,0.073684,0.06,0.02,0.0,0.01,0.01,0.0,0.01,0.015,0.01,0.015,0.02,0.01,0.025,0.07,0.06,0.033333,0.055,0.06,0.01,0.055,0.055,0.05,0.055,0.065,0.055,0.05,0.06,0.06,0.06,0.055,0.05,0.071429,0.055,0.055,0.055,0.060302,0.08,0.055,0.055,0.06,0.065,0.055,0.055,0.065,0.055,0.05,0.055,0.06,0.055,0.055,0.055,0.055,0.055,0.06,0.06,0.06,0.06,0.06,0.053763,0.06,0.06,0.06,0.055,0.06,0.06,0.055,0.056122,0.065,0.06,0.055,0.056338,0.05,0.055,0.06,0.065,0.048,0.06,0.06,0.055,0.06,0.050955,0.06,0.065,0.065,0.055,0.07,0.065,0.06,0.055,0.06,0.06,0.06,0.06,0.06,0.055,0.015,0.015,0.06,0.06,0.06,0.06,0.065,0.055,0.06,0.07,0.06,0.065,0.051724,0.05618,0.06,0.07,0.06,0.060914,0.06,0.066667,0.05814,0.06,0.02,0.044776,0.065,0.055,0.06,0.055,0.05303,0.06,0.047619,0.065,0.055,0.055,0.04878,0.06,0.059459,0.06135,0.056738,0.066667,0.06
tr|A0A5F1EFN7|A0A5F1EFN7_9ESCH,0.05,0.055,0.055,0.05,0.055,0.045,0.05,0.05,0.055,0.055,0.05,0.055,0.05,0.05,0.05,0.05,0.096774,0.052632,0.04878,0.041667,0.05,0.055,0.05,0.055,0.05,0.015,0.06,0.0,0.05,0.068421,0.055,0.025,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.015,0.03,0.0,0.015,0.065,0.055,0.033333,0.05,0.055,0.01,0.05,0.05,0.045,0.05,0.06,0.05,0.045,0.055,0.055,0.055,0.05,0.045,0.066327,0.05,0.05,0.05,0.055276,0.075,0.05,0.05,0.055,0.06,0.05,0.05,0.06,0.05,0.045,0.05,0.055,0.05,0.05,0.05,0.05,0.05,0.055,0.055,0.055,0.055,0.055,0.053763,0.055,0.055,0.055,0.05,0.055,0.055,0.05,0.05102,0.06,0.055,0.05,0.042254,0.05,0.05,0.055,0.06,0.04,0.055,0.055,0.05,0.055,0.044586,0.055,0.06,0.06,0.05,0.065,0.06,0.055,0.05,0.055,0.055,0.055,0.055,0.055,0.05,0.005,0.015,0.055,0.055,0.055,0.055,0.06,0.05,0.055,0.065,0.055,0.06,0.051724,0.05618,0.055,0.065,0.055,0.055838,0.055,0.05,0.05814,0.055,0.025,0.044776,0.06,0.05,0.055,0.05,0.045455,0.055,0.047619,0.06,0.05,0.05,0.04878,0.055,0.054054,0.055215,0.049645,0.066667,0.055
tr|A0A5F1EYA9|A0A5F1EYA9_9ESCH,0.05,0.055,0.055,0.05,0.055,0.045,0.05,0.05,0.055,0.055,0.05,0.055,0.05,0.05,0.05,0.05,0.096774,0.052632,0.04878,0.041667,0.05,0.055,0.05,0.055,0.05,0.015,0.06,0.0,0.05,0.068421,0.055,0.025,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.015,0.03,0.0,0.015,0.065,0.055,0.033333,0.05,0.055,0.01,0.05,0.05,0.045,0.05,0.06,0.05,0.045,0.055,0.055,0.055,0.05,0.045,0.066327,0.05,0.05,0.05,0.055276,0.075,0.05,0.05,0.055,0.06,0.05,0.05,0.06,0.05,0.045,0.05,0.055,0.05,0.05,0.05,0.05,0.05,0.055,0.055,0.055,0.055,0.055,0.053763,0.055,0.055,0.055,0.05,0.055,0.055,0.05,0.05102,0.06,0.055,0.05,0.042254,0.05,0.05,0.055,0.06,0.04,0.055,0.055,0.05,0.055,0.044586,0.055,0.06,0.06,0.05,0.065,0.06,0.055,0.05,0.055,0.055,0.055,0.055,0.055,0.05,0.005,0.015,0.055,0.055,0.055,0.055,0.06,0.05,0.055,0.065,0.055,0.06,0.051724,0.05618,0.055,0.065,0.055,0.055838,0.055,0.05,0.05814,0.055,0.025,0.044776,0.06,0.05,0.055,0.05,0.045455,0.055,0.047619,0.06,0.05,0.05,0.04878,0.055,0.054054,0.055215,0.049645,0.066667,0.055
tr|A0A5F1HLZ3|A0A5F1HLZ3_9ESCH,0.055,0.06,0.06,0.055,0.06,0.05,0.055,0.055,0.06,0.06,0.055,0.06,0.055,0.055,0.055,0.055,0.096774,0.06015,0.060976,0.041667,0.055,0.06,0.055,0.06,0.055,0.015,0.065,0.01,0.055,0.073684,0.06,0.02,0.0,0.01,0.01,0.0,0.01,0.015,0.01,0.015,0.02,0.01,0.025,0.07,0.06,0.033333,0.055,0.06,0.01,0.055,0.055,0.05,0.055,0.065,0.055,0.05,0.06,0.06,0.06,0.055,0.05,0.071429,0.055,0.055,0.055,0.060302,0.08,0.055,0.055,0.06,0.065,0.055,0.055,0.065,0.055,0.05,0.055,0.06,0.055,0.055,0.055,0.055,0.055,0.06,0.06,0.06,0.06,0.06,0.053763,0.06,0.06,0.06,0.055,0.06,0.06,0.055,0.056122,0.065,0.06,0.055,0.056338,0.05,0.055,0.06,0.065,0.048,0.06,0.06,0.055,0.06,0.050955,0.06,0.065,0.065,0.055,0.07,0.065,0.06,0.055,0.06,0.06,0.06,0.06,0.06,0.055,0.015,0.015,0.06,0.06,0.06,0.06,0.065,0.055,0.06,0.07,0.06,0.065,0.051724,0.05618,0.06,0.07,0.06,0.060914,0.06,0.066667,0.05814,0.06,0.02,0.044776,0.065,0.055,0.06,0.055,0.05303,0.06,0.047619,0.065,0.055,0.055,0.04878,0.06,0.059459,0.06135,0.056738,0.066667,0.06
tr|A0A5F1HSP6|A0A5F1HSP6_9ESCH,0.055,0.06,0.06,0.055,0.06,0.05,0.055,0.055,0.06,0.06,0.055,0.06,0.055,0.055,0.055,0.055,0.129032,0.052632,0.04878,0.052083,0.055,0.06,0.055,0.06,0.055,0.015,0.065,0.01,0.055,0.073684,0.06,0.015,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.025,0.07,0.06,0.033333,0.055,0.06,0.01,0.055,0.055,0.05,0.055,0.065,0.055,0.05,0.06,0.06,0.06,0.055,0.05,0.071429,0.055,0.055,0.055,0.060302,0.08,0.055,0.055,0.06,0.065,0.055,0.055,0.065,0.055,0.05,0.055,0.06,0.055,0.055,0.055,0.055,0.055,0.06,0.06,0.06,0.06,0.06,0.064516,0.06,0.06,0.06,0.055,0.06,0.06,0.055,0.056122,0.065,0.06,0.055,0.042254,0.0625,0.055,0.06,0.065,0.04,0.06,0.06,0.055,0.06,0.050955,0.06,0.065,0.065,0.055,0.07,0.065,0.06,0.055,0.06,0.06,0.055,0.06,0.06,0.055,0.015,0.005,0.06,0.06,0.06,0.06,0.065,0.055,0.06,0.07,0.06,0.065,0.068966,0.067416,0.06,0.07,0.06,0.060914,0.06,0.05,0.063953,0.06,0.025,0.059701,0.065,0.055,0.06,0.055,0.045455,0.06,0.063492,0.065,0.055,0.055,0.060976,0.06,0.059459,0.055215,0.049645,0.083333,0.06
tr|A0A5F1I582|A0A5F1I582_9ESCH,0.065,0.07,0.07,0.065,0.07,0.06,0.065,0.065,0.07,0.07,0.065,0.07,0.065,0.065,0.065,0.065,0.129032,0.067669,0.060976,0.0625,0.065,0.07,0.065,0.07,0.065,0.025,0.075,0.02,0.065,0.084211,0.07,0.005,0.015,0.02,0.02,0.015,0.01,0.0,0.02,0.02,0.015,0.02,0.035,0.08,0.07,0.033333,0.065,0.07,0.02,0.065,0.065,0.06,0.065,0.075,0.065,0.06,0.07,0.07,0.07,0.065,0.06,0.081633,0.065,0.065,0.065,0.070352,0.09,0.065,0.065,0.07,0.075,0.065,0.065,0.075,0.065,0.06,0.065,0.07,0.065,0.065,0.065,0.065,0.065,0.07,0.07,0.07,0.07,0.07,0.075269,0.07,0.07,0.07,0.065,0.07,0.07,0.065,0.066327,0.075,0.07,0.065,0.056338,0.075,0.065,0.07,0.075,0.056,0.07,0.07,0.065,0.07,0.063694,0.07,0.075,0.075,0.065,0.08,0.075,0.07,0.065,0.07,0.07,0.065,0.07,0.07,0.065,0.025,0.005,0.07,0.07,0.07,0.07,0.075,0.065,0.07,0.08,0.07,0.075,0.068966,0.078652,0.07,0.08,0.07,0.071066,0.07,0.066667,0.069767,0.07,0.03,0.059701,0.075,0.065,0.07,0.065,0.060606,0.07,0.063492,0.075,0.065,0.065,0.073171,0.07,0.07027,0.067485,0.06383,0.083333,0.07
