,tr|A0A013SC14|A0A013SC14_9GAMM,tr|A0A014C0I1|A0A014C0I1_9GAMM,tr|A0A014CTT5|A0A014CTT5_9GAMM,tr|A0A014CYJ5|A0A014CYJ5_9GAMM,tr|A0A014DBK2|A0A014DBK2_9GAMM,tr|A0A014DF73|A0A014DF73_9GAMM,tr|A0A014DTW4|A0A014DTW4_9GAMM,tr|A0A014ERD2|A0A014ERD2_9GAMM,tr|A0A014EY43|A0A014EY43_9GAMM,tr|A0A062MUQ9|A0A062MUQ9_9GAMM,tr|A0A062SKN2|A0A062SKN2_ACIBA,tr|A0A0B9XD40|A0A0B9XD40_ACIBA,tr|A0A0D7RKI7|A0A0D7RKI7_ACIBA,tr|A0A0E2G842|A0A0E2G842_ACINO,tr|A0A0J1AAD8|A0A0J1AAD8_ACIBA,tr|A0A1A0GJR9|A0A1A0GJR9_ACICA,tr|A0A1E2YIW5|A0A1E2YIW5_ACIPI,tr|A0A222A490|A0A222A490_ACIBA,tr|A0A2I8CNP8|A0A2I8CNP8_ACIBA,tr|A0A380UP52|A0A380UP52_ACIBA,tr|A0A3R9CTV7|A0A3R9CTV7_9GAMM,tr|A0A429KBM0|A0A429KBM0_ACIPI,tr|A0A4S2I392|A0A4S2I392_ACIBA,tr|A0A5Q0RTC1|A0A5Q0RTC1_ACINO,tr|A0A654KWT3|A0A654KWT3_ACIBM,tr|A0A6H3EIC4|A0A6H3EIC4_ACIBA,tr|A0A6H3SZL5|A0A6H3SZL5_ACIBA,tr|A0A6I4HNW0|A0A6I4HNW0_ACIBA,tr|A0A7L5SDU3|A0A7L5SDU3_ACIBA,tr|A0A7U3Y540|A0A7U3Y540_ACIB5,tr|A0A7U4BL76|A0A7U4BL76_ACIBA,tr|A0A7U4DDP9|A0A7U4DDP9_ACIBC,tr|A0A809JEU6|A0A809JEU6_ACIBA,tr|A0A836YKJ7|A0A836YKJ7_ACIBA,tr|A0A858S8D6|A0A858S8D6_ACIBA,tr|A0A8I1H555|A0A8I1H555_ACIPI,tr|R8YIW4|R8YIW4_ACIPI,tr|R8YZV0|R8YZV0_9GAMM,UPI0001B8E889,UPI00021B74FF,UPI0002833C81,UPI0002CDB8F9,UPI0002CEB95E,UPI0002D06098,UPI0003DF332C,UPI00041B1D67,UPI000448D735,UPI00044B3C22,UPI0004528C5E,UPI000465DD76,UPI0004A1512E,UPI00053BE3ED,UPI00057F5BD2,UPI000598E9A5,UPI0005EBC436,UPI000676019C,UPI0006A10499,UPI00070D9D1A,UPI0007C2C2E7,UPI0008107558,UPI000826DFED,UPI0009418B6D,UPI000947C4E1,UPI00095358E5,UPI000993BFAD,UPI0009B684A9,UPI0009D431EA,UPI0009D5EFF7,UPI000A333B80,UPI000A3C595B,UPI000A56000F,UPI000ABBCD72,UPI000B191CBD,UPI000B379ED3,UPI000B3FB7CD,UPI000B3FF0EF,UPI000B707648,UPI000B7BDBD5,UPI000B941B4D,UPI000BA793E0,UPI000BF6C523,UPI000BF99BCB,UPI000C04E9E8,UPI000D0126B3,UPI000D0164A9,UPI000D019E67,UPI000D01D32D,UPI000D0210B6,UPI000D021B2B,UPI000D644E28,UPI000DE6C838,UPI000DE7578B,UPI000DE7676B,UPI000DF499FC,UPI000E09C972,UPI000E09D640,UPI000F73DB0A,UPI000FBD780B,UPI0010A41630,UPI0010FD69BC,UPI0011206592,UPI00112344B9,UPI0011270E02,UPI00116BC0EF,UPI00116C204E,UPI0011922E70,UPI0012315F46,UPI001250885B,UPI00128002D8,UPI001283D1DC,UPI001284C7E1,UPI0013BD02D0,UPI00140FE8A4,UPI00143B8028,UPI00143CE0FE,UPI001487FA23,UPI00159C67B3,UPI00178CD137,UPI001897A862,UPI001898ED10,UPI0018994DFF,UPI0018999BB6,UPI00189BB2CB,UPI0018A9C75D,UPI00190048A7,UPI00190F5A66,UPI00191285C9,UPI00192ADBAF,UPI00197D70CD,UPI001A9BF9B4,UPI001B98E43D,UPI001BDBC038,UPI001C0434EA,UPI001C04481A,UPI001C0D5BEF,UPI001C1ED1F8,UPI001C62DD7D,UPI001CDB6A6E,UPI001CDD7851,UPI001D098812,UPI001D1746F9,UPI001D18106E,UPI001D186782,UPI001D188B34,UPI001D18B4D7,UPI001D18BD7B,UPI001D18F217,UPI001D190248,UPI001D191494,UPI001D194C4C,UPI001D196AC2,UPI001EE84E53,UPI001F07071F,UPI001F4EC3DD,UPI001F552102,UPI001FB207CD,UPI001FB29965,UPI001FB2C529,UPI001FB33651,UPI001FB45941,UPI001FB56787,UPI001FF6A730,UPI002017ABB1,UPI002024E08D
UPI000D0126B3,0.035156,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.001953,0.009766,0.021484,0.044922,0.009766,0.011719,0.023438,0.015625,0.009766,0.037109,0.029297,0.003906,0.001953,0.007812,0.021484,0.011719,0.011719,0.011719,0.001953,0.027344,0.021484,0.009766,0.009766,0.001953,0.023438,0.052734,0.011719,0.011719,0.027344,0.003906,0.025391,0.029297,0.005859,0.003906,0.060547,0.054688,0.037109,0.0,0.01173,0.011719,0.002833,0.007812,0.011719,0.018182,0.022472,0.002825,0.002016,0.027344,0.035225,0.050781,0.011719,0.007812,0.015717,0.03125,0.0,0.021739,0.011719,0.035156,0.017354,0.012158,0.002841,0.058594,0.003906,0.013672,0.0,0.025391,0.029297,0.011719,0.019531,0.027344,0.011719,0.0,0.005859,0.003906,0.003906,0.003906,0.003906,0.021484,0.011719,0.058594,0.011719,0.005859,0.019531,0.003906,0.002004,0.016949,0.017578,0.011719,0.026442,0.002387,0.013672,0.026316,0.0,0.0,0.082031,0.080078,0.0,0.015936,0.0,0.03125,0.02947,0.005859,0.003906,0.022099,0.002146,0.083984,0.005102,0.012821,0.011204,0.024691,0.017682,0.037109,0.023438,0.009346,0.011719,0.003906,0.042969,0.025391,0.025391,0.004082,0.010121,0.013043,0.056641,0.003906,0.007874,0.011719,0.001969,0.035156,0.064516,0.002899,0.024499,0.00289,0.002985,0.002994,0.0,0.002959,0.00295,0.002941,0.002967,0.052734,0.011719,0.007812,0.011905,0.0,0.0,0.002331,0.002237,0.034602,0.035019,0.011719,0.015625,0.003906
UPI000D0164A9,0.037109,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.003906,0.011719,0.023438,0.046875,0.011719,0.013672,0.025391,0.017578,0.011719,0.039062,0.03125,0.005859,0.003906,0.009766,0.023438,0.013672,0.013672,0.013672,0.003906,0.029297,0.023438,0.011719,0.011719,0.003906,0.025391,0.054688,0.013672,0.013672,0.029297,0.005859,0.027344,0.03125,0.007812,0.005859,0.0625,0.056641,0.039062,0.0,0.014663,0.013672,0.005666,0.009766,0.013672,0.020202,0.022472,0.00565,0.004032,0.029297,0.037182,0.052734,0.013672,0.009766,0.017682,0.033203,0.0,0.021739,0.013672,0.037109,0.019523,0.015198,0.005682,0.060547,0.005859,0.015625,0.004237,0.027344,0.03125,0.013672,0.021484,0.029297,0.013672,0.005859,0.0,0.005859,0.005859,0.001953,0.005859,0.023438,0.013672,0.060547,0.013672,0.007812,0.021484,0.005859,0.004008,0.021186,0.019531,0.013672,0.028846,0.004773,0.015625,0.026316,0.0,0.010638,0.083984,0.082031,0.010417,0.01992,0.003968,0.033203,0.031434,0.007812,0.005859,0.022099,0.004292,0.085938,0.007653,0.017094,0.014006,0.024691,0.019646,0.037109,0.025391,0.009346,0.013672,0.005859,0.044922,0.027344,0.027344,0.006122,0.012146,0.017391,0.058594,0.005859,0.007874,0.013672,0.003937,0.037109,0.066998,0.005797,0.026726,0.00578,0.00597,0.005988,0.0,0.005917,0.0059,0.005882,0.005935,0.054688,0.013672,0.009766,0.011905,0.00346,0.004082,0.004662,0.004474,0.038062,0.038911,0.013672,0.017578,0.005859
UPI000D019E67,0.035156,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.001953,0.009766,0.021484,0.044922,0.009766,0.011719,0.023438,0.015625,0.009766,0.037109,0.029297,0.003906,0.001953,0.007812,0.021484,0.011719,0.011719,0.011719,0.001953,0.027344,0.021484,0.009766,0.009766,0.001953,0.023438,0.052734,0.011719,0.011719,0.027344,0.003906,0.025391,0.029297,0.005859,0.003906,0.060547,0.054688,0.037109,0.0,0.01173,0.011719,0.002833,0.007812,0.011719,0.018182,0.022472,0.002825,0.002016,0.027344,0.035225,0.050781,0.011719,0.007812,0.015717,0.03125,0.0,0.021739,0.011719,0.035156,0.017354,0.012158,0.002841,0.058594,0.003906,0.013672,0.0,0.025391,0.029297,0.011719,0.019531,0.027344,0.011719,0.003906,0.005859,0.0,0.001953,0.003906,0.003906,0.021484,0.011719,0.058594,0.011719,0.005859,0.019531,0.003906,0.002004,0.016949,0.017578,0.011719,0.026442,0.002387,0.013672,0.026316,0.0,0.0,0.082031,0.080078,0.0,0.015936,0.0,0.03125,0.02947,0.005859,0.003906,0.022099,0.002146,0.083984,0.005102,0.012821,0.011204,0.024691,0.017682,0.037109,0.023438,0.009346,0.011719,0.003906,0.042969,0.025391,0.025391,0.004082,0.010121,0.013043,0.056641,0.003906,0.007874,0.011719,0.001969,0.035156,0.064516,0.002899,0.024499,0.00289,0.002985,0.002994,0.0,0.002959,0.00295,0.002941,0.002967,0.052734,0.011719,0.007812,0.011905,0.0,0.0,0.002331,0.002237,0.034602,0.035019,0.011719,0.015625,0.003906
UPI000D01D32D,0.035156,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.001953,0.009766,0.021484,0.044922,0.009766,0.011719,0.023438,0.015625,0.009766,0.037109,0.029297,0.003906,0.001953,0.007812,0.021484,0.011719,0.011719,0.011719,0.001953,0.027344,0.021484,0.009766,0.009766,0.001953,0.023438,0.052734,0.011719,0.011719,0.027344,0.003906,0.025391,0.029297,0.005859,0.003906,0.060547,0.054688,0.037109,0.0,0.01173,0.011719,0.002833,0.007812,0.011719,0.018182,0.022472,0.002825,0.002016,0.027344,0.035225,0.050781,0.011719,0.007812,0.015717,0.03125,0.0,0.021739,0.011719,0.035156,0.017354,0.012158,0.002841,0.058594,0.003906,0.013672,0.0,0.025391,0.029297,0.011719,0.019531,0.027344,0.011719,0.003906,0.005859,0.001953,0.0,0.003906,0.003906,0.021484,0.011719,0.058594,0.011719,0.005859,0.019531,0.003906,0.002004,0.016949,0.017578,0.011719,0.026442,0.002387,0.013672,0.026316,0.0,0.0,0.082031,0.080078,0.0,0.015936,0.0,0.03125,0.02947,0.005859,0.003906,0.022099,0.002146,0.083984,0.005102,0.012821,0.011204,0.024691,0.017682,0.037109,0.023438,0.009346,0.011719,0.003906,0.042969,0.025391,0.025391,0.004082,0.010121,0.013043,0.056641,0.003906,0.007874,0.011719,0.001969,0.035156,0.064516,0.002899,0.024499,0.00289,0.002985,0.002994,0.0,0.002959,0.00295,0.002941,0.002967,0.052734,0.011719,0.007812,0.011905,0.0,0.0,0.002331,0.002237,0.034602,0.035019,0.011719,0.015625,0.003906
UPI000D0210B6,0.035156,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.001953,0.009766,0.021484,0.044922,0.009766,0.011719,0.023438,0.015625,0.009766,0.037109,0.029297,0.003906,0.001953,0.007812,0.021484,0.011719,0.011719,0.011719,0.001953,0.027344,0.021484,0.009766,0.009766,0.001953,0.023438,0.052734,0.011719,0.011719,0.027344,0.003906,0.025391,0.029297,0.005859,0.003906,0.060547,0.054688,0.037109,0.0,0.01173,0.011719,0.002833,0.007812,0.011719,0.018182,0.022472,0.002825,0.002016,0.027344,0.035225,0.050781,0.011719,0.007812,0.015717,0.03125,0.0,0.021739,0.011719,0.035156,0.017354,0.012158,0.002841,0.058594,0.003906,0.013672,0.0,0.025391,0.029297,0.011719,0.019531,0.027344,0.011719,0.003906,0.001953,0.003906,0.003906,0.0,0.003906,0.021484,0.011719,0.058594,0.011719,0.005859,0.019531,0.003906,0.002004,0.016949,0.017578,0.011719,0.026442,0.002387,0.013672,0.026316,0.0,0.0,0.082031,0.080078,0.0,0.015936,0.0,0.03125,0.02947,0.005859,0.003906,0.022099,0.002146,0.083984,0.005102,0.012821,0.011204,0.024691,0.017682,0.037109,0.023438,0.009346,0.011719,0.003906,0.042969,0.025391,0.025391,0.004082,0.010121,0.013043,0.056641,0.003906,0.007874,0.011719,0.001969,0.035156,0.064516,0.002899,0.024499,0.00289,0.002985,0.002994,0.0,0.002959,0.00295,0.002941,0.002967,0.052734,0.011719,0.007812,0.011905,0.0,0.0,0.002331,0.002237,0.034602,0.035019,0.011719,0.015625,0.003906
UPI000D021B2B,0.035156,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.001953,0.009766,0.021484,0.044922,0.009766,0.011719,0.023438,0.015625,0.009766,0.037109,0.029297,0.003906,0.001953,0.007812,0.021484,0.011719,0.011719,0.011719,0.001953,0.027344,0.021484,0.009766,0.009766,0.001953,0.023438,0.052734,0.011719,0.011719,0.027344,0.003906,0.025391,0.029297,0.005859,0.003906,0.060547,0.054688,0.037109,0.0,0.01173,0.011719,0.002833,0.007812,0.011719,0.018182,0.022472,0.002825,0.002016,0.027344,0.035225,0.050781,0.011719,0.007812,0.015717,0.03125,0.0,0.021739,0.011719,0.035156,0.017354,0.012158,0.002841,0.058594,0.003906,0.013672,0.0,0.025391,0.029297,0.011719,0.019531,0.027344,0.011719,0.003906,0.005859,0.003906,0.003906,0.003906,0.0,0.021484,0.011719,0.058594,0.011719,0.005859,0.019531,0.003906,0.002004,0.016949,0.017578,0.011719,0.026442,0.002387,0.013672,0.026316,0.0,0.0,0.082031,0.080078,0.0,0.015936,0.0,0.03125,0.02947,0.005859,0.003906,0.022099,0.002146,0.083984,0.005102,0.012821,0.011204,0.024691,0.017682,0.037109,0.023438,0.009346,0.011719,0.003906,0.042969,0.025391,0.025391,0.004082,0.010121,0.013043,0.056641,0.003906,0.007874,0.011719,0.001969,0.035156,0.064516,0.002899,0.024499,0.00289,0.002985,0.002994,0.0,0.002959,0.00295,0.002941,0.002967,0.052734,0.011719,0.007812,0.011905,0.0,0.0,0.002331,0.002237,0.034602,0.035019,0.011719,0.015625,0.003906
UPI000D644E28,0.019531,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.019531,0.011719,0.001953,0.025391,0.011719,0.013672,0.027344,0.017578,0.011719,0.015625,0.013672,0.021484,0.019531,0.025391,0.003906,0.013672,0.013672,0.013672,0.019531,0.005859,0.021484,0.011719,0.013672,0.019531,0.003906,0.037109,0.013672,0.013672,0.005859,0.021484,0.003906,0.013672,0.023438,0.021484,0.044922,0.039062,0.046875,0.019048,0.002933,0.013672,0.016997,0.017578,0.013672,0.022222,0.0,0.016949,0.018145,0.011719,0.019569,0.03125,0.013672,0.025391,0.017682,0.015625,0.021739,0.0,0.011719,0.015625,0.021692,0.00304,0.017045,0.042969,0.021484,0.015625,0.016949,0.015625,0.007812,0.009766,0.019531,0.011719,0.013672,0.021484,0.023438,0.021484,0.021484,0.021484,0.021484,0.0,0.029297,0.039062,0.013672,0.023438,0.001953,0.021484,0.02004,0.0,0.019531,0.013672,0.019231,0.011933,0.015625,0.005263,0.021053,0.0,0.060547,0.058594,0.010417,0.0,0.015873,0.015625,0.007859,0.023438,0.021484,0.0,0.01073,0.0625,0.017857,0.0,0.005602,0.0,0.019646,0.052734,0.001953,0.0,0.013672,0.021484,0.025391,0.003906,0.005859,0.020408,0.008097,0.004348,0.037109,0.021484,0.0,0.013672,0.019685,0.019531,0.049628,0.005797,0.042316,0.00578,0.01194,0.002994,0.018349,0.011834,0.00295,0.011765,0.011869,0.033203,0.013672,0.013672,0.0,0.017301,0.016327,0.020979,0.020134,0.027682,0.031128,0.013672,0.011719,0.021484
UPI000DE6C838,0.042969,0.017578,0.017578,0.017578,0.017578,0.017578,0.017578,0.017578,0.017578,0.017578,0.017578,0.017578,0.009766,0.017578,0.029297,0.052734,0.017578,0.019531,0.036893,0.029126,0.017578,0.044922,0.037109,0.011719,0.009766,0.003883,0.029297,0.019531,0.019531,0.019531,0.009766,0.035156,0.029297,0.017578,0.017578,0.009766,0.03125,0.060547,0.019531,0.019531,0.035156,0.011719,0.033203,0.037109,0.013672,0.011719,0.068359,0.0625,0.044922,0.0,0.014663,0.019531,0.014164,0.015625,0.019531,0.026263,0.022472,0.014124,0.010081,0.035156,0.043053,0.058594,0.019531,0.017544,0.017682,0.039062,0.0,0.021739,0.019531,0.042969,0.02603,0.015198,0.014205,0.066406,0.011719,0.021484,0.0,0.038835,0.037109,0.019531,0.027344,0.035156,0.019531,0.011719,0.013672,0.011719,0.011719,0.011719,0.011719,0.029297,0.0,0.066406,0.019531,0.005859,0.027344,0.011719,0.01002,0.016949,0.031068,0.019531,0.036058,0.011933,0.021484,0.026316,0.0,0.0,0.089844,0.087891,0.0,0.015936,0.0,0.039062,0.031434,0.009766,0.007812,0.022099,0.01073,0.091797,0.015306,0.012821,0.02521,0.024691,0.019646,0.050485,0.03125,0.009346,0.019531,0.011719,0.050781,0.033203,0.033203,0.012245,0.018219,0.013043,0.064453,0.011719,0.03937,0.019531,0.009843,0.042969,0.074442,0.014493,0.033408,0.014451,0.014925,0.01497,0.0,0.014793,0.014749,0.014706,0.014837,0.060547,0.019531,0.015625,0.011905,0.0,0.0,0.011655,0.011186,0.034602,0.035019,0.019531,0.023438,0.011719
UPI000DE7578B,0.041016,0.048828,0.048828,0.048828,0.048828,0.048828,0.048828,0.048828,0.048828,0.048828,0.048828,0.048828,0.056641,0.048828,0.037109,0.042969,0.048828,0.048828,0.060547,0.054688,0.048828,0.041016,0.041016,0.058594,0.056641,0.0625,0.039062,0.050781,0.050781,0.050781,0.056641,0.044922,0.044922,0.048828,0.050781,0.056641,0.035156,0.029297,0.050781,0.050781,0.044922,0.058594,0.042969,0.044922,0.060547,0.058594,0.021484,0.011719,0.083984,0.038095,0.029326,0.050781,0.065156,0.054688,0.046875,0.060606,0.011236,0.064972,0.056452,0.039062,0.046967,0.011719,0.050781,0.0625,0.05501,0.042969,0.032609,0.01087,0.046875,0.037109,0.060738,0.030395,0.065341,0.015625,0.058594,0.052734,0.033898,0.052734,0.042969,0.046875,0.046875,0.033203,0.050781,0.058594,0.060547,0.058594,0.058594,0.058594,0.058594,0.039062,0.066406,0.0,0.050781,0.060547,0.039062,0.058594,0.058116,0.016949,0.056641,0.050781,0.045673,0.050119,0.052734,0.015789,0.031579,0.042553,0.068359,0.066406,0.072917,0.023904,0.039683,0.042969,0.047151,0.060547,0.058594,0.01105,0.049356,0.070312,0.063776,0.025641,0.033613,0.012346,0.056974,0.080078,0.039062,0.084112,0.048828,0.058594,0.039062,0.041016,0.037109,0.059184,0.046559,0.034783,0.001953,0.058594,0.070866,0.050781,0.057087,0.033203,0.01737,0.055072,0.082405,0.054913,0.062687,0.053892,0.036697,0.06213,0.053097,0.061765,0.062315,0.013672,0.050781,0.050781,0.011905,0.044983,0.044898,0.062937,0.060403,0.038062,0.042802,0.050781,0.042969,0.058594
UPI000DE7676B,0.03125,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.009766,0.001953,0.013672,0.037109,0.001953,0.003906,0.017578,0.007812,0.001953,0.029297,0.025391,0.011719,0.009766,0.015625,0.013672,0.003906,0.003906,0.003906,0.009766,0.019531,0.013672,0.001953,0.003906,0.009766,0.015625,0.048828,0.003906,0.003906,0.019531,0.011719,0.017578,0.025391,0.013672,0.011719,0.056641,0.050781,0.037109,0.019048,0.002933,0.003906,0.002833,0.007812,0.003906,0.012121,0.0,0.002825,0.010081,0.023438,0.031311,0.042969,0.003906,0.015625,0.007859,0.027344,0.021739,0.0,0.003906,0.027344,0.010846,0.00304,0.002841,0.054688,0.011719,0.005859,0.016949,0.025391,0.021484,0.019531,0.011719,0.023438,0.003906,0.011719,0.013672,0.011719,0.011719,0.011719,0.011719,0.013672,0.019531,0.050781,0.0,0.013672,0.011719,0.011719,0.01002,0.0,0.009766,0.003906,0.021635,0.011933,0.005859,0.005263,0.021053,0.0,0.074219,0.072266,0.0,0.0,0.015873,0.027344,0.021611,0.013672,0.011719,0.0,0.01073,0.076172,0.005102,0.0,0.005602,0.0,0.009823,0.044922,0.015625,0.0,0.003906,0.011719,0.037109,0.017578,0.017578,0.010204,0.002024,0.0,0.048828,0.011719,0.007874,0.003906,0.009843,0.03125,0.064516,0.002899,0.03118,0.00289,0.002985,0.002994,0.018349,0.002959,0.00295,0.002941,0.002967,0.044922,0.003906,0.003906,0.0,0.013841,0.012245,0.009324,0.008949,0.027682,0.031128,0.003906,0.023438,0.011719
UPI000DF499FC,0.037109,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.011719,0.003906,0.011719,0.023438,0.046875,0.011719,0.013672,0.025391,0.017578,0.011719,0.039062,0.03125,0.005859,0.003906,0.009766,0.023438,0.013672,0.013672,0.013672,0.003906,0.029297,0.023438,0.011719,0.011719,0.003906,0.025391,0.054688,0.013672,0.013672,0.029297,0.005859,0.027344,0.03125,0.007812,0.005859,0.0625,0.056641,0.039062,0.0,0.014663,0.013672,0.005666,0.009766,0.013672,0.020202,0.022472,0.00565,0.004032,0.029297,0.037182,0.052734,0.013672,0.009766,0.017682,0.033203,0.0,0.021739,0.013672,0.037109,0.019523,0.015198,0.005682,0.060547,0.005859,0.015625,0.0,0.027344,0.03125,0.013672,0.021484,0.029297,0.013672,0.005859,0.007812,0.005859,0.005859,0.005859,0.005859,0.023438,0.005859,0.060547,0.013672,0.0,0.021484,0.005859,0.004008,0.016949,0.019531,0.013672,0.028846,0.004773,0.015625,0.026316,0.0,0.0,0.083984,0.082031,0.0,0.015936,0.0,0.033203,0.031434,0.003906,0.001953,0.022099,0.004292,0.085938,0.007653,0.012821,0.016807,0.024691,0.019646,0.039062,0.025391,0.009346,0.013672,0.005859,0.044922,0.027344,0.027344,0.006122,0.012146,0.013043,0.058594,0.005859,0.015748,0.013672,0.003937,0.037109,0.066998,0.005797,0.026726,0.00578,0.00597,0.005988,0.0,0.005917,0.0059,0.005882,0.005935,0.054688,0.013672,0.009766,0.011905,0.0,0.0,0.004662,0.004474,0.034602,0.035019,0.013672,0.017578,0.005859
UPI000E09C972,0.019531,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.017578,0.009766,0.001953,0.025391,0.009766,0.011719,0.025391,0.015625,0.009766,0.017578,0.013672,0.019531,0.017578,0.023438,0.001953,0.011719,0.011719,0.011719,0.017578,0.007812,0.021484,0.009766,0.011719,0.017578,0.003906,0.037109,0.011719,0.011719,0.007812,0.019531,0.005859,0.013672,0.021484,0.019531,0.044922,0.039062,0.044922,0.019048,0.0,0.011719,0.014164,0.015625,0.011719,0.020202,0.0,0.014124,0.016129,0.011719,0.019569,0.03125,0.011719,0.023438,0.015717,0.015625,0.021739,0.0,0.011719,0.015625,0.019523,0.0,0.014205,0.042969,0.019531,0.013672,0.016949,0.013672,0.009766,0.007812,0.019531,0.011719,0.011719,0.019531,0.021484,0.019531,0.019531,0.019531,0.019531,0.001953,0.027344,0.039062,0.011719,0.021484,0.0,0.019531,0.018036,0.0,0.017578,0.011719,0.019231,0.009547,0.013672,0.005263,0.021053,0.0,0.0625,0.060547,0.0,0.0,0.015873,0.015625,0.009823,0.021484,0.019531,0.0,0.008584,0.064453,0.015306,0.0,0.002801,0.0,0.017682,0.052734,0.003906,0.0,0.011719,0.019531,0.025391,0.005859,0.005859,0.018367,0.006073,0.0,0.037109,0.019531,0.0,0.011719,0.017717,0.019531,0.049628,0.002899,0.040089,0.00289,0.008955,0.0,0.018349,0.008876,0.0,0.008824,0.008902,0.033203,0.011719,0.011719,0.0,0.013841,0.012245,0.018648,0.017897,0.027682,0.031128,0.011719,0.011719,0.019531
UPI000E09D640,0.035156,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.001953,0.009766,0.021484,0.044922,0.009766,0.011719,0.023438,0.015625,0.009766,0.037109,0.029297,0.003906,0.001953,0.007812,0.021484,0.011719,0.011719,0.011719,0.001953,0.027344,0.021484,0.009766,0.009766,0.001953,0.023438,0.052734,0.011719,0.011719,0.027344,0.003906,0.025391,0.029297,0.005859,0.003906,0.060547,0.054688,0.037109,0.0,0.014663,0.011719,0.002833,0.007812,0.011719,0.018182,0.022472,0.002825,0.002016,0.027344,0.035225,0.050781,0.011719,0.007812,0.015717,0.03125,0.0,0.021739,0.011719,0.035156,0.017354,0.012158,0.002841,0.058594,0.003906,0.013672,0.0,0.025391,0.029297,0.011719,0.019531,0.027344,0.011719,0.003906,0.005859,0.003906,0.003906,0.003906,0.003906,0.021484,0.011719,0.058594,0.011719,0.005859,0.019531,0.0,0.002004,0.016949,0.017578,0.007812,0.026442,0.002387,0.013672,0.026316,0.0,0.0,0.082031,0.080078,0.0,0.015936,0.0,0.03125,0.02947,0.005859,0.003906,0.022099,0.002146,0.083984,0.005102,0.012821,0.014006,0.024691,0.017682,0.037109,0.023438,0.0,0.011719,0.003906,0.042969,0.025391,0.025391,0.004082,0.010121,0.013043,0.056641,0.003906,0.007874,0.011719,0.001969,0.035156,0.064516,0.002899,0.024499,0.00289,0.002985,0.002994,0.0,0.002959,0.00295,0.002941,0.002967,0.052734,0.011719,0.007812,0.011905,0.0,0.0,0.002331,0.002237,0.034602,0.035019,0.011719,0.015625,0.003906
UPI000F73DB0A,0.034068,0.008016,0.008016,0.008016,0.008016,0.008016,0.008016,0.008016,0.008016,0.008016,0.008016,0.008016,0.0,0.008016,0.02004,0.044088,0.008016,0.01002,0.022044,0.014028,0.008016,0.036072,0.028056,0.002004,0.0,0.006012,0.02004,0.01002,0.01002,0.01002,0.0,0.026052,0.02004,0.008016,0.008016,0.0,0.022044,0.052104,0.008016,0.01002,0.026052,0.002004,0.024048,0.028056,0.004008,0.002004,0.06012,0.054108,0.036072,0.061905,0.049853,0.008016,0.0,0.006012,0.01002,0.016162,0.095506,0.0,0.02621,0.026052,0.036072,0.0501,0.01002,0.006012,0.02004,0.03006,0.070652,0.092391,0.01002,0.034068,0.015184,0.051672,0.0,0.058116,0.002004,0.012024,0.055085,0.024048,0.028056,0.01002,0.018036,0.026052,0.01002,0.002004,0.004008,0.002004,0.002004,0.002004,0.002004,0.02004,0.01002,0.058116,0.01002,0.004008,0.018036,0.002004,0.0,0.072034,0.014028,0.01002,0.055288,0.031026,0.012024,0.094737,0.068421,0.0,0.082164,0.08016,0.0,0.067729,0.051587,0.03006,0.034068,0.004008,0.002004,0.093923,0.027897,0.084168,0.002551,0.012821,0.011204,0.104938,0.022044,0.036072,0.022044,0.0,0.01002,0.002004,0.04008,0.024048,0.024048,0.002041,0.034413,0.013043,0.056112,0.002004,0.0,0.01002,0.0,0.034068,0.062035,0.0,0.022272,0.0,0.0,0.0,0.059633,0.0,0.0,0.0,0.0,0.052104,0.01002,0.006012,0.011905,0.044983,0.0,0.0,0.0,0.079585,0.035019,0.01002,0.014028,0.002004
